p   edge 162  297
e  0  45  86
e  0  25  91
e  1  2  209
e  1  26  429
e  2  3  429
e  3  4  529
e  3  26  209
e  4  5  448
e  4  27  926
e  4  31  209
e  5  6  926
e  6  7  598
e  6  27  448
e  7  8  696
e  7  40  821
e  7  36  448
e  8  9  821
e  9  10  714
e  9  43  448
e  9  40  696
e  10  11  612
e  10  47  448
e  11  12  155
e  11  71  182
e  11  55  448
e  12  13  182
e  13  14  362
e  13  82  448
e  13  71  155
e  14  15  278
e  14  37  759
e  14  70  17
e  14  83  6
e  14  87  448
e  15  16  759
e  16  17  124
e  16  44  523
e  16  59  17
e  16  37  278
e  17  18  737
e  17  30  523
e  18  19  523
e  19  20  254
e  19  41  17
e  19  30  737
e  20  21  2
e  20  29  17
e  21  22  86
e  21  28  17
e  22  23  17
e  23  24  6
e  23  28  86
e  24  25  569
e  24  34  86
e  25  38  86
e  26  31  529
e  26  33  926
e  26  149  6
e  27  36  598
e  27  51  821
e  27  32  209
e  28  34  6
e  28  29  2
e  29  35  6
e  29  41  254
e  30  48  17
e  30  44  124
e  31  32  926
e  32  54  821
e  32  33  529
e  33  78  821
e  33  106  714
e  33  127  182
e  33  135  6
e  34  38  569
e  34  35  2
e  35  39  569
e  35  46  254
e  36  42  821
e  37  65  17
e  38  45  91
e  38  39  2
e  39  49  91
e  39  64  737
e  39  58  254
e  40  42  448
e  41  46  6
e  41  48  737
e  42  43  696
e  42  50  714
e  42  57  209
e  42  51  598
e  43  47  714
e  44  53  17
e  45  131  124
e  45  49  2
e  46  58  569
e  46  52  737
e  47  55  612
e  47  50  696
e  48  52  6
e  48  53  124
e  49  108  124
e  49  74  737
e  50  67  612
e  50  61  209
e  51  54  209
e  52  60  569
e  52  56  124
e  53  56  6
e  53  59  523
e  54  57  598
e  54  62  714
e  54  78  529
e  55  76  182
e  55  67  696
e  56  66  569
e  56  73  278
e  56  63  523
e  57  61  714
e  58  60  737
e  59  63  6
e  59  65  278
e  60  64  254
e  60  66  124
e  61  77  612
e  61  95  182
e  61  62  598
e  62  96  182
e  62  81  529
e  63  68  278
e  64  74  91
e  64  69  124
e  65  68  6
e  65  70  759
e  66  69  254
e  66  97  91
e  66  75  278
e  67  84  182
e  67  77  209
e  68  73  523
e  68  79  569
e  68  72  759
e  69  80  91
e  70  72  6
e  71  76  448
e  72  86  569
e  72  89  448
e  72  83  17
e  73  75  569
e  74  80  124
e  75  103  91
e  75  116  448
e  75  79  523
e  76  82  155
e  76  92  6
e  76  84  696
e  77  85  182
e  78  81  714
e  79  111  448
e  79  86  759
e  80  108  737
e  80  144  2
e  80  133  448
e  80  105  278
e  80  97  254
e  81  112  182
e  81  106  821
e  82  87  362
e  82  90  6
e  83  88  448
e  84  98  6
e  84  85  209
e  85  101  6
e  85  100  598
e  85  95  612
e  86  99  448
e  87  88  6
e  88  89  17
e  88  90  362
e  89  99  569
e  89  94  155
e  89  91  362
e  90  91  17
e  90  92  155
e  91  93  155
e  92  93  17
e  92  98  696
e  93  94  362
e  93  102  696
e  94  109  569
e  94  107  696
e  95  96  598
e  96  100  612
e  96  114  6
e  96  112  529
e  97  103  278
e  98  102  17
e  98  101  209
e  99  111  759
e  99  138  209
e  99  109  155
e  100  113  6
e  101  104  17
e  101  113  598
e  102  107  362
e  102  104  209
e  103  105  254
e  103  121  448
e  104  110  362
e  104  126  569
e  104  115  598
e  105  124  448
e  106  125  182
e  107  117  569
e  107  110  209
e  108  131  2
e  109  122  209
e  109  117  696
e  110  119  569
e  111  116  523
e  111  134  91
e  111  141  209
e  112  120  6
e  112  125  821
e  113  115  17
e  113  114  612
e  114  118  17
e  114  120  529
e  115  128  569
e  115  118  612
e  116  121  91
e  117  119  209
e  118  137  569
e  118  123  529
e  119  122  696
e  119  146  91
e  119  130  598
e  119  126  362
e  120  123  17
e  120  129  821
e  121  124  254
e  121  148  209
e  121  134  523
e  122  138  155
e  122  145  91
e  123  140  569
e  123  136  821
e  124  133  278
e  124  159  209
e  125  129  6
e  125  127  714
e  126  128  598
e  127  132  6
e  128  130  362
e  128  137  612
e  129  136  17
e  129  132  714
e  130  152  612
e  131  144  737
e  132  139  17
e  132  155  926
e  132  135  182
e  133  161  2
e  134  142  209
e  135  149  926
e  136  139  714
e  137  152  362
e  137  140  529
e  138  141  759
e  138  143  91
e  139  156  926
e  140  157  362
e  141  142  91
e  142  148  523
e  142  151  696
e  142  147  155
e  142  143  759
e  143  145  155
e  144  161  448
e  145  147  759
e  145  146  696
e  146  150  759
e  147  150  696
e  148  159  254
e  148  153  696
e  149  155  182
e  149  158  17
e  150  151  155
e  150  154  523
e  151  153  523
e  152  157  529
e  153  160  254
e  153  154  155
e  155  156  17
e  156  158  182
e  159  160  696
