p   edge 317  603
e  0  200  86
e  0  179  91
e  0  29  6
e  0  25  429
e  1  2  86
e  1  31  448
e  1  159  209
e  1  181  429
e  2  3  124
e  2  28  448
e  3  4  448
e  4  5  737
e  4  50  209
e  4  43  86
e  4  28  124
e  5  6  2
e  5  40  209
e  6  7  278
e  6  34  209
e  7  8  209
e  8  9  696
e  8  34  278
e  9  10  155
e  9  39  278
e  10  11  254
e  10  38  598
e  10  67  2
e  10  64  278
e  11  12  759
e  11  36  598
e  12  13  523
e  12  33  598
e  13  14  91
e  13  26  598
e  14  15  598
e  15  16  529
e  15  26  91
e  16  17  612
e  16  32  91
e  17  18  362
e  17  42  821
e  17  35  91
e  18  19  821
e  19  20  569
e  19  27  714
e  19  42  362
e  20  21  714
e  21  22  926
e  21  27  569
e  22  23  182
e  22  48  429
e  22  30  569
e  23  24  17
e  23  37  429
e  24  25  6
e  24  29  429
e  26  32  529
e  26  33  523
e  27  30  926
e  27  53  362
e  28  31  86
e  29  151  569
e  29  37  17
e  30  51  429
e  30  68  91
e  30  54  362
e  31  43  124
e  31  58  209
e  32  35  612
e  32  41  523
e  33  41  529
e  33  36  759
e  34  39  696
e  34  40  2
e  35  52  821
e  35  49  523
e  36  44  529
e  36  38  254
e  37  57  569
e  37  48  182
e  38  46  529
e  38  70  2
e  39  64  155
e  39  45  2
e  40  45  696
e  40  50  737
e  41  49  612
e  41  47  254
e  41  44  759
e  42  53  714
e  42  60  926
e  42  52  91
e  43  55  209
e  44  46  254
e  45  65  155
e  45  71  86
e  45  63  737
e  46  47  759
e  46  59  612
e  46  73  2
e  47  56  612
e  48  51  569
e  49  56  254
e  50  63  696
e  50  55  86
e  51  57  182
e  51  79  91
e  52  61  926
e  52  74  254
e  53  54  926
e  54  62  91
e  54  60  714
e  55  66  696
e  55  58  124
e  56  75  821
e  56  59  759
e  57  151  17
e  57  111  91
e  58  69  696
e  58  153  529
e  58  159  448
e  59  87  821
e  59  99  926
e  59  88  2
e  60  61  91
e  61  62  714
e  61  77  254
e  62  68  362
e  62  91  429
e  62  84  254
e  63  66  86
e  64  65  2
e  65  67  278
e  65  72  598
e  65  76  86
e  66  71  737
e  66  82  155
e  66  89  598
e  66  69  124
e  67  70  598
e  68  79  429
e  69  93  598
e  69  131  529
e  70  73  529
e  70  72  278
e  71  76  155
e  72  80  529
e  72  81  86
e  73  88  612
e  73  96  86
e  73  80  278
e  74  75  523
e  74  77  926
e  75  78  926
e  75  87  759
e  76  81  598
e  76  82  737
e  77  84  714
e  77  78  523
e  78  85  714
e  78  90  759
e  79  111  182
e  79  121  254
e  79  91  362
e  80  86  86
e  81  86  529
e  81  83  737
e  82  83  598
e  83  92  529
e  83  94  124
e  83  89  155
e  84  100  429
e  84  85  523
e  85  104  429
e  85  95  759
e  86  96  278
e  86  101  612
e  86  92  737
e  87  90  926
e  88  102  926
e  88  98  86
e  89  93  124
e  90  95  714
e  90  103  2
e  90  99  821
e  91  100  254
e  92  106  612
e  92  97  124
e  93  94  155
e  93  105  529
e  94  97  529
e  95  110  429
e  95  107  2
e  96  98  612
e  97  114  612
e  97  132  926
e  97  105  155
e  98  108  926
e  98  101  278
e  99  102  2
e  100  121  362
e  100  104  523
e  101  112  926
e  101  106  737
e  102  103  821
e  102  108  86
e  103  107  714
e  103  109  86
e  104  134  362
e  104  120  2
e  104  110  759
e  105  137  926
e  105  160  429
e  105  131  598
e  106  115  926
e  106  114  124
e  107  113  429
e  107  117  86
e  108  109  821
e  108  112  278
e  109  117  714
e  109  116  278
e  110  113  2
e  111  162  17
e  111  178  86
e  111  154  2
e  111  138  254
e  112  116  821
e  112  115  737
e  113  120  759
e  113  119  86
e  114  122  926
e  115  118  821
e  115  122  124
e  116  123  714
e  116  118  737
e  117  119  429
e  117  123  278
e  118  125  714
e  118  124  124
e  119  133  759
