p   edge 105  187
e  0  83  156
e  0  50  868
e  0  25  356
e  0  20  38
e  1  2  404
e  1  28  471
e  2  3  471
e  3  4  104
e  3  28  404
e  4  5  629
e  4  34  559
e  4  37  404
e  5  6  559
e  6  7  530
e  6  35  793
e  6  41  404
e  6  34  629
e  7  8  793
e  8  9  364
e  8  32  864
e  8  35  530
e  9  10  156
e  9  22  864
e  10  11  708
e  10  21  864
e  11  12  864
e  12  13  721
e  12  21  708
e  13  14  877
e  13  26  708
e  14  15  930
e  14  23  38
e  14  27  160
e  14  29  708
e  15  16  38
e  16  17  160
e  16  23  930
e  17  18  290
e  17  24  930
e  18  19  868
e  18  30  38
e  18  43  930
e  19  20  356
e  19  25  38
e  21  26  721
e  21  22  156
e  22  31  721
e  22  36  877
e  22  46  160
e  22  32  364
e  23  24  160
e  24  43  290
e  24  49  156
e  24  42  708
e  24  27  38
e  25  30  868
e  26  29  877
e  26  31  156
e  27  38  708
e  28  37  104
e  28  75  793
e  29  38  160
e  29  33  156
e  30  50  356
e  30  71  156
e  30  54  930
e  31  33  877
e  32  47  160
e  32  62  404
e  32  55  530
e  33  39  160
e  33  36  721
e  34  40  404
e  35  55  864
e  35  53  404
e  36  45  160
e  37  40  559
e  37  64  793
e  38  42  38
e  38  39  156
e  39  44  38
e  39  45  721
e  40  41  629
e  40  58  793
e  41  53  793
e  42  44  156
e  43  54  38
e  43  51  156
e  44  49  708
e  44  52  290
e  44  59  364
e  45  48  364
e  45  46  877
e  46  47  364
e  47  48  877
e  47  65  404
e  48  60  38
e  48  69  404
e  49  51  290
e  50  76  156
e  51  56  38
e  51  52  708
e  52  61  38
e  52  63  364
e  53  57  864
e  53  58  629
e  54  56  156
e  55  57  404
e  56  71  930
e  56  81  356
e  56  61  708
e  57  62  530
e  57  68  160
e  57  66  629
e  58  66  864
e  58  64  559
e  59  60  721
e  59  63  290
e  60  67  290
e  60  72  404
e  61  82  356
e  61  84  404
e  61  70  364
e  62  65  160
e  63  70  38
e  63  77  404
e  63  67  721
e  64  74  864
e  64  75  104
e  65  69  877
e  65  92  290
e  65  68  530
e  66  80  160
e  66  74  559
e  67  73  404
e  68  93  290
e  68  80  629
e  69  72  38
e  69  86  290
e  70  78  404
e  71  76  356
e  72  73  290
e  73  77  721
e  73  79  38
e  73  97  530
e  73  86  38
e  74  88  160
e  74  85  104
e  75  85  864
e  76  83  868
e  76  87  708
e  76  81  930
e  77  78  38
e  78  84  364
e  78  79  721
e  79  100  530
e  80  96  290
e  80  88  559
e  81  82  708
e  82  87  930
e  82  90  868
e  82  91  404
e  83  102  404
e  83  89  708
e  84  91  356
e  85  103  160
e  86  94  530
e  86  92  877
e  87  89  868
e  88  103  104
e  89  98  404
e  89  90  930
e  90  95  404
e  91  95  868
e  92  93  530
e  93  94  877
e  93  96  629
e  94  97  38
e  94  99  629
e  95  98  930
e  96  99  877
e  97  100  38
e  97  101  629
e  98  102  708
e  99  101  38
e  100  104  629
e  101  104  38
