p   edge 186  350
e  0  148  941
e  0  130  227
e  0  119  794
e  0  83  931
e  0  19  496
e  1  2  141
e  1  23  551
e  1  95  257
e  1  108  258
e  1  172  496
e  2  3  941
e  2  21  551
e  3  4  551
e  4  5  227
e  4  20  136
e  4  21  941
e  5  6  136
e  6  7  257
e  6  20  227
e  7  8  14
e  7  30  227
e  8  9  15
e  8  28  172
e  8  40  227
e  9  10  172
e  10  11  794
e  10  25  324
e  10  46  747
e  10  52  227
e  10  28  15
e  11  12  645
e  11  24  324
e  12  13  324
e  13  14  931
e  13  27  747
e  13  26  794
e  13  24  645
e  14  15  747
e  15  16  839
e  15  27  931
e  16  17  812
e  16  31  931
e  17  18  243
e  17  22  258
e  17  34  931
e  18  19  258
e  19  64  931
e  19  22  243
e  20  30  257
e  20  29  941
e  21  29  136
e  21  23  141
e  22  38  931
e  23  32  136
e  23  39  257
e  24  25  794
e  25  26  645
e  25  37  747
e  26  35  747
e  27  31  839
e  27  35  794
e  28  42  227
e  29  33  257
e  29  32  141
e  30  40  14
e  30  33  941
e  31  34  812
e  31  41  794
e  32  36  257
e  33  48  14
e  33  54  172
e  33  36  141
e  34  38  258
e  34  43  794
e  35  41  839
e  35  44  812
e  35  37  645
e  36  61  172
e  36  76  747
e  36  92  258
e  36  39  136
e  37  47  812
e  37  46  324
e  38  64  243
e  38  45  794
e  39  93  258
e  39  95  551
e  40  42  172
e  40  48  941
e  41  43  812
e  42  52  15
e  42  56  747
e  42  50  941
e  43  45  258
e  43  49  645
e  43  44  839
e  44  47  645
e  45  81  243
e  45  98  227
e  45  51  645
e  46  58  812
e  46  55  227
e  47  49  839
e  47  53  258
e  47  58  324
e  48  50  172
e  49  51  258
e  50  57  747
e  50  65  141
e  50  54  14
e  51  73  227
e  51  53  839
e  52  55  747
e  53  63  227
e  53  59  324
e  54  61  141
e  55  60  812
e  55  67  258
e  55  66  941
e  55  56  15
e  56  57  941
e  57  66  15
e  57  70  258
e  57  72  141
e  58  59  258
e  58  60  227
e  59  62  227
e  60  62  258
e  61  65  14
e  61  74  747
e  62  63  324
e  62  69  941
e  62  67  812
e  63  73  839
e  63  75  941
e  64  83  496
e  64  81  794
e  65  72  747
e  66  68  258
e  67  68  941
e  68  69  812
e  68  70  15
e  69  75  324
e  69  71  15
e  70  71  812
e  70  77  141
e  71  85  324
e  71  89  839
e  71  78  141
e  72  77  258
e  72  74  14
e  73  98  645
e  73  102  496
e  73  79  941
e  74  80  258
e  74  76  172
e  75  79  839
e  75  85  15
e  76  82  258
e  77  78  812
e  77  80  14
e  78  90  839
e  78  84  14
e  79  103  496
e  79  97  141
e  79  87  15
e  80  84  812
e  80  82  172
e  81  88  496
e  81  99  227
e  82  86  812
e  82  94  136
e  82  92  747
e  83  88  794
e  84  104  839
e  84  86  172
e  85  87  839
e  86  109  839
e  86  96  136
e  87  91  141
e  87  89  324
e  88  119  931
e  88  100  227
e  89  90  141
e  90  91  324
e  90  104  14
e  91  97  15
e  91  113  496
e  91  117  14
e  92  93  136
e  93  94  747
e  93  107  551
e  94  96  812
e  94  111  551
e  95  107  258
e  96  115  839
e  96  114  551
e  97  110  496
e  98  99  243
e  98  101  496
e  99  100  496
e  100  126  931
e  100  105  941
e  100  101  243
e  101  102  645
e  102  103  941
e  103  106  243
e  103  110  141
e  104  117  324
e  104  124  496
e  104  109  172
e  105  106  645
e  105  129  931
e  105  121  141
e  106  112  141
e  107  111  747
e  107  108  257
e  108  116  747
e  108  123  812
e  108  154  496
e  109  125  496
e  109  115  136
e  110  112  243
e  110  113  15
e  111  114  812
e  111  116  257
e  112  121  645
e  112  120  15
e  113  120  243
e  113  122  14
e  114  136  839
e  114  139  496
e  114  118  257
e  115  127  496
e  115  136  551
e  116  118  812
e  117  122  496
e  118  142  496
e  118  123  747
e  119  126  227
e  120  146  645
e  120  145  136
e  120  132  14
e  121  141  931
e  121  146  15
e  122  132  243
e  122  134  136
e  122  128  172
e  122  124  324
e  123  151  496
e  124  125  172
e  125  128  324
e  125  127  136
e  126  130  794
e  126  129  941
e  127  131  324
e  127  140  243
e  127  138  551
e  128  131  136
e  129  133  794
e  129  141  141
e  130  133  941
e  131  134  172
e  131  137  243
e  132  135  136
e  133  148  227
e  133  147  141
e  134  135  243
e  135  145  14
e  135  158  645
e  135  157  551
e  135  137  172
e  136  138  496
e  137  149  551
e  137  140  324
e  138  144  243
e  138  143  257
e  138  139  839
e  139  142  257
e  140  144  551
e  141  147  794
e  141  163  136
e  141  153  15
e  142  143  839
e  142  156  243
e  142  151  747
e  143  150  243
e  144  149  324
e  144  150  257
e  145  152  645
e  146  153  931
e  146  152  136
e  147  177  227
e  147  183  551
e  147  166  136
e  148  177  141
e  149  157  172
e  149  164  645
e  149  168  931
e  149  159  257
e  150  159  324
e  150  180  931
e  150  156  839
e  151  173  243
e  151  154  812
e  152  155  931
e  152  158  14
e  153  155  136
e  154  182  243
e  154  172  258
e  155  163  15
e  155  169  794
e  155  165  551
e  155  160  14
e  156  173  747
e  157  161  645
e  158  160  931
e  158  161  551
e  159  171  931
e  160  162  551
e  161  162  931
e  161  164  172
e  162  165  14
e  162  176  794
e  162  167  172
e  163  166  794
e  164  167  931
e  165  170  794
e  166  174  551
e  166  169  15
e  167  178  794
e  167  175  257
e  167  168  645
e  168  171  257
e  169  170  551
e  170  174  15
e  170  184  257
e  170  176  14
e  171  175  645
e  171  180  324
e  173  182  812
e  174  183  136
e  174  185  257
e  175  179  794
e  176  181  257
e  176  178  172
e  178  179  257
e  179  181  172
e  181  184  14
e  184  185  15
