p   edge 201  377
e  0  146  403
e  0  131  140
e  0  93  67
e  0  20  154
e  1  2  403
e  1  21  27
e  1  123  485
e  1  144  391
e  2  3  27
e  3  4  364
e  3  21  403
e  4  5  140
e  4  22  299
e  4  23  403
e  5  6  299
e  6  7  303
e  6  25  980
e  6  22  140
e  7  8  980
e  8  9  47
e  8  28  140
e  8  25  303
e  9  10  240
e  9  35  585
e  9  32  140
e  10  11  611
e  10  33  585
e  11  12  67
e  11  31  585
e  12  13  585
e  13  14  95
e  13  45  485
e  13  31  67
e  14  15  723
e  14  44  485
e  15  16  947
e  15  34  485
e  16  17  249
e  16  24  485
e  17  18  485
e  18  19  391
e  18  24  249
e  19  20  343
e  19  64  67
e  19  29  249
e  20  85  67
e  21  23  364
e  21  39  299
e  21  112  485
e  22  26  980
e  22  27  403
e  23  27  299
e  24  29  391
e  24  34  947
e  25  26  140
e  26  28  303
e  26  30  403
e  27  30  980
e  27  66  585
e  27  39  364
e  28  32  47
e  28  38  585
e  28  37  403
e  29  57  67
e  29  42  947
e  30  37  303
e  30  43  585
e  31  46  485
e  31  33  611
e  32  36  585
e  33  53  485
e  33  41  140
e  33  35  240
e  34  42  391
e  34  48  67
e  34  44  723
e  35  36  140
e  36  41  240
e  36  55  485
e  36  50  403
e  36  38  47
e  37  40  585
e  38  40  403
e  39  99  585
e  39  107  485
e  40  50  47
e  40  60  485
e  40  43  303
e  41  54  485
e  42  49  67
e  43  63  485
e  43  66  980
e  44  47  67
e  44  45  95
e  45  46  67
e  46  47  95
e  46  52  391
e  46  53  611
e  47  48  723
e  48  49  391
e  49  57  947
e  49  72  140
e  49  51  95
e  50  58  485
e  51  52  723
e  51  70  140
e  52  68  140
e  52  56  611
e  53  56  391
e  53  54  140
e  54  59  391
e  54  55  240
e  55  61  391
e  55  58  403
e  56  59  140
e  57  64  249
e  57  73  140
e  58  62  391
e  58  60  47
e  59  68  611
e  59  71  723
e  59  67  403
e  59  61  240
e  60  65  391
e  60  63  303
e  61  62  403
e  62  67  240
e  62  82  723
e  62  90  249
e  62  65  47
e  63  69  391
e  63  86  980
e  64  85  343
e  64  75  140
e  65  91  249
e  65  69  303
e  66  86  485
e  66  99  364
e  67  76  723
e  68  70  723
e  69  97  249
e  69  89  980
e  70  72  95
e  70  71  611
e  71  74  95
e  71  80  249
e  71  76  403
e  72  73  947
e  72  74  611
e  73  75  249
e  73  77  611
e  74  77  947
e  74  79  249
e  75  96  343
e  75  95  403
e  75  78  611
e  76  81  249
e  76  82  240
e  77  78  249
e  78  83  403
e  78  79  947
e  79  80  95
e  80  81  403
e  81  84  947
e  81  87  240
e  82  87  249
e  83  84  95
e  83  95  611
e  83  102  343
e  83  94  240
e  84  88  240
e  85  93  154
e  85  96  140
e  86  89  391
e  86  103  364
e  87  88  947
e  87  92  47
e  87  90  723
e  88  94  95
e  88  98  47
e  89  126  249
e  89  108  364
e  90  91  47
e  91  92  723
e  91  97  303
e  92  98  947
e  92  100  303
e  93  105  140
e  94  110  343
e  94  106  47
e  95  101  343
e  96  105  154
e  96  101  403
e  97  100  723
e  97  115  947
e  97  129  343
e  97  126  980
e  98  106  95
e  98  104  303
e  99  103  485
e  100  104  947
e  101  109  154
e  101  102  611
e  102  111  154
e  102  110  240
e  103  108  391
e  103  107  585
e  104  116  95
e  104  120  343
e  104  115  723
e  105  131  67
e  105  109  403
e  106  113  343
e  106  116  303
e  107  114  391
e  107  112  299
e  108  132  249
e  108  121  299
e  108  114  585
e  109  135  67
e  109  163  303
e  109  111  611
e  110  119  154
e  110  113  47
e  111  157  303
e  111  119  240
e  112  117  391
e  112  123  27
e  113  122  154
e  113  118  303
e  114  117  299
e  115  127  343
e  116  118  343
e  117  121  585
e  117  125  27
e  118  124  154
