p   edge 119  219
e  0  116  327
e  0  88  785
e  0  50  600
e  0  22  247
e  0  15  729
e  1  2  327
e  1  67  211
e  1  74  729
e  2  3  785
e  2  17  273
e  2  43  211
e  3  4  273
e  4  5  252
e  4  18  211
e  4  17  785
e  5  6  211
e  6  7  253
e  6  19  538
e  6  18  252
e  7  8  600
e  7  16  538
e  8  9  538
e  9  10  529
e  9  16  600
e  10  11  509
e  10  21  568
e  10  20  600
e  11  12  568
e  12  13  343
e  12  21  509
e  13  14  381
e  13  27  729
e  13  28  509
e  14  15  247
e  14  22  729
e  16  20  529
e  16  19  253
e  17  23  211
e  18  24  538
e  18  23  785
e  19  25  529
e  19  24  252
e  20  26  568
e  20  25  253
e  21  28  343
e  21  26  600
e  22  49  600
e  22  40  509
e  22  27  381
e  23  30  538
e  23  62  343
e  23  43  273
e  24  29  529
e  24  30  785
e  25  31  568
e  25  29  252
e  26  32  343
e  26  31  253
e  27  35  509
e  28  35  729
e  28  32  600
e  29  33  568
e  29  38  785
e  30  38  529
e  30  44  568
e  30  47  343
e  31  34  343
e  31  33  252
e  32  37  729
e  32  34  253
e  33  36  343
e  33  39  785
e  34  45  729
e  34  36  252
e  35  40  381
e  35  37  600
e  36  48  729
e  36  42  785
e  37  41  381
e  37  52  252
e  37  45  253
e  38  39  568
e  39  42  343
e  39  44  529
e  40  41  600
e  41  49  509
e  41  51  247
e  41  54  252
e  42  53  729
e  42  46  529
e  43  66  343
e  43  67  327
e  44  46  343
e  45  48  252
e  46  56  729
e  46  47  568
e  47  60  729
e  47  62  538
e  48  52  253
e  48  55  381
e  48  53  785
e  49  50  247
e  50  76  785
e  50  70  252
e  50  51  509
e  51  57  252
e  52  54  381
e  53  59  381
e  53  56  529
e  54  57  247
e  54  55  253
e  55  58  247
e  55  59  785
e  56  65  381
e  56  60  568
e  57  70  509
e  57  64  785
e  57  58  253
e  58  61  785
e  59  61  247
e  59  65  529
e  60  77  381
e  60  63  538
e  61  64  253
e  61  90  509
e  61  97  327
e  61  95  273
e  61  68  529
e  62  63  729
e  62  66  273
e  63  80  247
e  63  69  273
e  64  73  509
e  65  68  247
e  65  77  568
e  66  69  729
e  67  72  729
e  68  84  273
e  68  78  568
e  69  81  247
e  69  71  327
e  70  73  785
e  71  72  343
e  71  85  247
e  71  75  211
e  72  74  211
e  73  76  252
e  73  94  600
e  73  102  327
e  73  90  253
e  74  75  343
e  74  101  247
e  75  92  247
e  76  88  600
e  77  78  247
e  78  83  273
e  78  79  538
e  79  80  381
e  79  82  273
e  80  81  273
e  81  82  381
e  81  85  327
e  82  83  538
e  82  87  568
e  82  86  327
e  83  84  568
e  84  95  529
e  84  91  327
e  84  87  538
e  85  86  381
e  85  92  211
e  86  89  568
e  86  93  211
e  87  89  327
e  88  107  327
e  88  94  252
e  89  91  538
e  89  98  211
e  90  99  327
e  91  96  529
e  91  105  211
e  92  93  381
e  92  101  343
e  93  98  568
e  93  108  343
e  94  103  327
e  95  96  327
e  96  97  273
e  96  100  509
e  96  109  211
e  97  99  509
e  98  105  538
e  98  114  509
e  99  102  253
e  99  100  273
e  100  104  253
e  100  113  600
e  100  110  211
e  101  108  381
e  102  103  600
e  102  104  273
e  103  107  252
e  103  106  273
e  104  106  600
e  105  109  529
e  105  112  509
e  106  111  252
e  106  118  211
e  106  113  253
e  107  116  785
e  107  111  273
e  109  110  509
e  110  117  600
e  110  115  538
e  110  112  529
e  112  114  538
e  113  117  211
e  114  115  529
e  117  118  253
