p   edge 494  938
e  0  489  505
e  0  385  214
e  0  68  794
e  0  40  965
e  1  2  60
e  1  148  773
e  1  259  663
e  2  3  773
e  3  4  906
e  3  143  663
e  3  148  60
e  4  5  280
e  4  84  722
e  4  114  982
e  4  128  663
e  5  6  178
e  5  71  722
e  6  7  722
e  7  8  208
e  7  94  982
e  7  71  178
e  8  9  64
e  8  54  982
e  9  10  48
e  9  46  982
e  10  11  982
e  11  12  30
e  11  56  663
e  11  46  48
e  12  13  553
e  12  55  663
e  13  14  924
e  13  53  663
e  14  15  344
e  14  50  663
e  15  16  399
e  15  47  663
e  16  17  495
e  16  42  663
e  17  18  663
e  18  19  505
e  18  77  319
e  18  42  495
e  19  20  483
e  19  49  319
e  20  21  319
e  21  22  354
e  21  48  648
e  21  49  483
e  22  23  648
e  23  24  283
e  23  63  483
e  23  48  354
e  24  25  644
e  24  124  529
e  24  87  483
e  25  26  581
e  25  108  529
e  26  27  615
e  26  86  529
e  27  28  561
e  27  57  355
e  27  67  529
e  28  29  355
e  29  30  529
e  29  57  561
e  30  31  992
e  30  66  720
e  30  64  561
e  31  32  720
e  32  33  684
e  32  78  264
e  32  76  561
e  32  66  992
e  33  34  135
e  33  45  264
e  34  35  214
e  34  41  264
e  35  36  264
e  36  37  783
e  36  41  214
e  37  38  463
e  37  43  214
e  38  39  794
e  38  52  217
e  38  44  214
e  39  40  217
e  40  52  794
e  41  43  783
e  41  45  135
e  42  82  319
e  42  74  30
e  42  60  344
e  42  47  399
e  43  44  463
e  43  51  135
e  44  81  217
e  44  65  135
e  45  51  783
e  45  101  561
e  45  78  684
e  46  69  663
e  46  54  64
e  47  50  344
e  48  58  483
e  49  58  648
e  49  77  505
e  50  60  399
e  50  53  924
e  51  65  463
e  51  106  561
e  52  68  965
e  52  81  214
e  53  59  30
e  53  55  553
e  54  70  663
e  54  99  280
e  54  94  208
e  55  56  30
e  56  59  553
e  56  73  399
e  56  72  64
e  56  69  48
e  57  64  529
e  58  63  354
e  58  79  505
e  59  62  399
e  60  61  30
e  61  62  924
e  61  74  344
e  61  95  319
e  62  102  319
e  62  73  553
e  63  87  283
e  63  93  505
e  64  75  720
e  64  67  355
e  65  121  217
e  65  141  561
e  66  75  561
e  67  80  720
e  67  86  615
e  68  125  214
e  69  70  64
e  70  72  48
e  70  115  399
e  70  131  648
e  70  104  280
e  71  96  982
e  71  84  280
e  72  89  399
e  73  109  319
e  73  89  64
e  74  88  319
e  75  76  992
e  75  80  355
e  76  85  264
e  76  91  355
e  77  79  648
e  77  82  495
e  78  85  561
e  79  93  354
e  79  83  495
e  80  91  992
e  80  92  615
e  81  125  965
e  81  266  561
e  81  121  135
e  82  83  648
e  82  88  30
e  83  130  354
e  83  135  283
e  83  90  30
e  84  97  982
e  85  101  684
e  85  120  783
e  85  140  615
e  85  119  355
e  86  92  720
e  86  108  581
e  87  142  529
e  87  112  505
e  88  90  648
e  88  95  344
e  89  111  319
e  89  116  648
e  89  115  48
e  90  136  283
e  90  98  344
e  91  119  264
e  91  118  615
e  92  118  992
e  92  139  264
e  92  123  581
e  93  112  283
e  93  130  495
e  94  96  178
e  95  98  648
e  95  102  924
e  96  97  280
e  97  100  208
e  97  107  663
