p   edge 441  838
e  0  424  978
e  0  360  838
e  0  293  675
e  0  253  262
e  0  101  370
e  0  30  656
e  1  2  978
e  1  95  329
e  1  199  131
e  1  266  772
e  1  399  148
e  1  436  656
e  2  3  838
e  2  48  329
e  3  4  675
e  3  33  329
e  4  5  329
e  5  6  783
e  5  33  675
e  6  7  728
e  6  36  675
e  7  8  262
e  7  50  28
e  7  49  675
e  8  9  28
e  9  10  113
e  9  35  956
e  9  50  262
e  10  11  956
e  11  12  42
e  11  35  113
e  12  13  860
e  12  51  504
e  12  37  113
e  13  14  218
e  13  38  504
e  14  15  504
e  15  16  345
e  15  52  163
e  15  69  131
e  15  65  113
e  15  38  218
e  16  17  163
e  17  18  363
e  17  40  131
e  17  52  345
e  18  19  131
e  19  20  237
e  19  40  363
e  20  21  178
e  20  45  693
e  20  58  363
e  21  22  414
e  22  23  693
e  23  24  282
e  23  39  772
e  23  44  178
e  24  25  441
e  24  34  772
e  25  26  519
e  25  32  772
e  26  27  370
e  26  31  772
e  27  28  772
e  28  29  467
e  28  31  370
e  29  30  148
e  29  41  370
e  30  43  370
e  31  41  467
e  31  32  519
e  32  42  467
e  32  47  148
e  32  34  441
e  33  36  783
e  33  48  838
e  34  55  148
e  34  59  178
e  34  39  282
e  35  37  42
e  35  64  504
e  36  49  728
e  36  68  28
e  36  74  838
e  37  53  504
e  38  56  113
e  38  51  860
e  39  54  178
e  40  58  237
e  40  70  693
e  40  75  772
e  40  60  345
e  41  43  148
e  41  42  519
e  42  46  148
e  43  101  656
e  43  46  519
e  44  45  414
e  44  54  772
e  45  57  772
e  45  62  363
e  46  120  656
e  46  156  178
e  46  89  441
e  46  47  467
e  47  55  441
e  48  74  783
e  48  81  28
e  48  95  978
e  49  61  28
e  50  72  504
e  50  61  675
e  51  53  113
e  52  60  131
e  53  56  860
e  53  79  262
e  53  64  42
e  54  59  282
e  54  57  414
e  55  89  467
e  55  67  178
e  56  65  218
e  56  84  131
e  56  82  262
e  57  63  282
e  57  66  363
e  58  62  693
e  59  67  148
e  59  63  414
e  60  85  772
e  60  83  113
e  60  69  163
e  61  90  504
e  61  92  838
e  61  68  728
e  62  66  772
e  62  70  237
e  63  77  148
e  63  80  363
e  64  71  262
e  65  76  131
e  66  80  282
e  66  98  345
e  66  73  237
e  67  138  467
e  67  108  363
e  67  77  414
e  68  78  838
e  69  76  113
e  70  73  772
e  71  72  956
e  71  79  42
e  71  86  860
e  71  97  131
e  71  96  675
e  72  90  675
e  73  87  345
e  73  75  693
e  74  78  28
e  75  85  345
e  76  83  163
e  76  84  218
e  77  88  363
e  78  92  728
e  78  121  131
e  78  81  783
e  79  82  860
e  80  88  148
e  80  110  345
e  81  130  131
e  81  158  978
e  82  91  131
e  82  86  42
e  83  102  772
e  83  105  262
e  83  94  218
e  84  94  163
e  84  91  262
e  85  87  693
e  85  102  113
e  86  93  131
e  87  98  237
e  87  106  113
e  88  108  414
e  88  174  113
e  88  112  345
e  89  138  178
e  90  96  956
e  90  103  131
e  90  111  838
e  91  100  163
e  91  107  675
e  91  93  42
e  92  111  504
e  92  117  131
e  93  104  675
e  93  97  860
e  94  100  262
e  95  158  28
e  95  179  131
e  96  99  131
e  97  99  675
e  98  110  282
e  98  118  148
e  98  122  113
e  99  104  860
e  99  103  956
e  100  105  218
e  100  113  772
e  100  116  675
e  101  240  262
e  101  120  519
e  102  106  693
e  102  109  262
e  103  114  838
e  104  107  42
e  104  125  163
e  104  131  772
e  105  109  772
e  106  122  237
e  106  115  262
e  107  116  163
e  108  170  467
e  108  194  262
e  108  180  113
e  109  115  693
e  109  113  218
e  110  112  148
e  111  114  131
e  112  129  113
e  112  118  282
e  113  123  693
e  113  119  675
e  114  134  772
e  114  127  728
e  114  117  504
e  115  137  148
e  115  135  675
e  115  123  218
e  116  119  772
e  116  125  42
e  117  121  728
e  118  124  113
e  119  126  693
e  119  128  42
e  120  224  262
e  120  195  178
e  121  127  504
e  121  130  783
e  122  124  148
e  123  126  675
e  124  129  282
e  124  136  262
e  125  128  772
e  126  135  218
e  126  153  148
e  126  149  838
e  126  141  42
e  127  146  772
e  127  142  783
e  128  141  693
e  128  140  838
e  128  131  163
e  129  174  345
e  129  139  262
e  130  142  504
e  130  160  772
e  130  168  978
e  131  132  838
e  132  133  956
e  132  140  163
e  133  134  860
e  133  144  163
e  134  147  163
