p   edge 362  676
e  0  345  586
e  0  275  863
e  0  54  367
e  0  38  762
e  1  2  633
e  1  108  566
e  1  331  404
e  2  3  760
e  2  90  566
e  3  4  668
e  3  60  570
e  3  65  566
e  4  5  702
e  4  43  570
e  5  6  570
e  6  7  359
e  6  42  566
e  6  43  702
e  7  8  566
e  8  9  30
e  8  94  52
e  8  111  600
e  8  87  702
e  8  42  359
e  9  10  52
e  10  11  379
e  10  82  600
e  10  94  30
e  11  12  694
e  11  70  600
e  12  13  68
e  12  56  600
e  13  14  897
e  13  51  600
e  14  15  35
e  14  45  600
e  15  16  657
e  15  44  600
e  16  17  600
e  17  18  576
e  17  44  657
e  18  19  728
e  18  46  657
e  19  20  18
e  19  58  326
e  19  73  657
e  20  21  326
e  21  22  826
e  21  55  304
e  21  58  18
e  22  23  5
e  22  41  304
e  23  24  304
e  24  25  285
e  24  41  5
e  25  26  825
e  25  49  5
e  26  27  586
e  26  63  996
e  26  66  5
e  27  28  30
e  27  62  996
e  28  29  282
e  28  59  996
e  29  30  588
e  29  52  996
e  30  31  996
e  31  32  404
e  31  52  588
e  32  33  775
e  32  67  282
e  33  34  863
e  33  53  443
e  33  75  282
e  34  35  270
e  34  40  443
e  35  36  367
e  35  39  443
e  36  37  443
e  37  38  267
e  37  39  367
e  38  50  367
e  39  50  267
e  39  74  863
e  39  40  270
e  40  53  863
e  41  49  285
e  41  84  18
e  41  55  826
e  42  48  702
e  43  48  566
e  43  60  668
e  44  46  576
e  44  45  35
e  45  47  576
e  45  51  897
e  46  73  728
e  46  47  35
e  47  76  728
e  47  107  326
e  47  88  68
e  47  57  897
e  48  87  359
e  48  119  600
e  48  61  668
e  49  66  825
e  49  91  18
e  50  54  762
e  50  86  863
e  51  57  576
e  51  56  68
e  52  59  282
e  53  74  270
e  53  127  267
e  53  99  282
e  54  89  863
e  55  72  18
e  56  64  576
e  56  70  694
e  57  64  68
e  58  72  304
e  58  95  657
e  59  68  404
e  59  62  30
e  60  61  566
e  61  121  600
e  61  96  760
e  61  65  570
e  62  69  404
e  62  63  586
e  63  71  404
e  63  98  5
e  64  88  897
e  64  115  326
e  64  124  379
e  64  83  694
e  65  90  760
e  66  98  996
e  66  93  18
e  67  68  588
e  67  75  775
e  68  78  775
e  68  77  586
e  68  69  30
e  69  71  586
e  70  83  576
e  70  82  379
e  71  77  30
e  71  80  775
e  71  103  5
e  72  84  826
e  72  102  657
e  73  95  326
e  73  76  35
e  74  86  267
e  75  99  443
e  75  81  586
e  75  78  588
e  76  97  326
e  77  79  775
e  78  79  586
e  79  81  588
e  79  80  30
e  80  85  588
e  80  120  443
e  80  139  18
e  80  114  5
e  81  100  443
e  81  85  30
e  82  92  576
e  82  101  30
e  83  92  379
e  84  91  285
e  84  126  825
e  84  129  657
e  85  106  443
e  86  89  762
e  86  127  270
e  87  113  600
e  88  109  326
e  89  275  367
e  89  209  586
e  90  96  570
e  90  108  633
e  91  93  825
e  92  124  694
e  92  134  326
e  92  118  30
e  93  105  996
e  93  135  657
e  93  126  285
e  94  101  600
e  95  102  304
e  95  97  35
e  96  158  600
e  96  173  633
e  97  104  304
e  97  112  68
e  97  107  728
e  98  103  404
e  98  105  18
e  99  196  267
e  99  100  586
e  100  198  267
e  100  106  30
e  101  118  576
e  101  116  702
e  101  111  52
e  102  129  826
e  102  104  35
e  103  114  775
e  103  110  18
e  104  136  826
e  104  157  404
e  104  122  68
e  105  110  404
