p   edge 56  100
e  0  54  944
e  0  28  114
e  0  25  524
e  0  10  65
e  1  2  944
e  1  19  862
e  1  22  570
e  1  49  872
e  1  53  65
e  2  3  114
e  2  12  862
e  3  4  862
e  4  5  14
e  4  13  95
e  4  15  570
e  4  12  114
e  5  6  95
e  6  7  570
e  6  13  14
e  7  8  524
e  7  11  736
e  7  20  114
e  7  14  14
e  8  9  736
e  9  10  872
e  9  11  524
e  10  18  524
e  11  18  872
e  11  23  114
e  12  16  570
e  12  19  944
e  13  14  570
e  14  17  114
e  14  15  95
e  15  16  114
e  16  17  95
e  16  21  944
e  17  20  14
e  17  29  736
e  17  24  944
e  18  25  65
e  18  26  114
e  19  21  570
e  20  23  736
e  21  24  95
e  21  39  872
e  21  22  862
e  22  41  872
e  23  26  872
e  23  29  14
e  24  31  736
e  24  38  872
e  25  27  114
e  26  27  65
e  26  30  14
e  27  28  524
e  27  32  14
e  28  37  944
e  28  35  14
e  29  30  872
e  29  31  944
e  30  32  65
e  30  33  944
e  31  33  872
e  32  35  524
e  32  34  944
e  33  34  65
e  33  40  95
e  33  38  736
e  34  36  524
e  34  45  862
e  34  43  95
e  35  36  944
e  36  37  14
e  36  46  862
e  37  54  114
e  37  55  862
e  38  39  95
e  39  40  736
e  39  41  862
e  40  43  65
e  40  42  862
e  41  42  736
e  41  48  65
e  41  49  570
e  42  44  65
e  43  44  862
e  44  45  95
e  44  47  524
e  44  51  570
e  44  48  736
e  45  46  524
e  46  55  14
e  46  47  95
e  47  52  570
e  48  50  570
e  49  50  65
e  50  51  736
e  50  53  872
e  51  52  524
