p   edge 844  1601
e  0  802  954
e  0  565  558
e  0  181  172
e  0  79  965
e  0  59  391
e  1  2  353
e  1  99  484
e  2  3  440
e  2  80  484
e  3  4  829
e  3  74  484
e  4  5  484
e  5  6  555
e  5  74  829
e  6  7  151
e  6  84  140
e  6  85  829
e  7  8  267
e  7  77  140
e  8  9  535
e  8  63  140
e  9  10  140
e  10  11  988
e  10  63  535
e  11  12  284
e  11  93  535
e  12  13  260
e  12  65  707
e  12  95  535
e  13  14  707
e  14  15  198
e  14  65  260
e  15  16  595
e  15  70  260
e  16  17  778
e  16  75  420
e  16  90  260
e  17  18  206
e  17  66  420
e  18  19  10
e  18  61  420
e  19  20  420
e  20  21  428
e  20  61  10
e  21  22  39
e  21  73  801
e  21  88  10
e  22  23  801
e  23  24  684
e  23  73  39
e  24  25  697
e  24  101  537
e  24  89  39
e  25  26  662
e  25  97  537
e  26  27  954
e  26  81  537
e  27  28  537
e  28  29  596
e  28  81  954
e  29  30  833
e  29  92  954
e  30  31  722
e  30  60  17
e  30  109  954
e  31  32  17
e  32  33  885
e  32  60  722
e  33  34  957
e  33  67  115
e  33  82  722
e  34  35  115
e  35  36  715
e  35  67  957
e  36  37  73
e  36  68  957
e  37  38  217
e  37  78  957
e  38  39  210
e  38  62  821
e  38  83  957
e  39  40  821
e  40  41  534
e  40  62  210
e  41  42  344
e  41  64  845
e  41  69  210
e  42  43  845
e  43  44  973
e  43  64  344
e  44  45  136
e  44  71  32
e  44  91  344
e  45  46  32
e  46  47  307
e  46  71  136
e  47  48  191
e  47  194  579
e  47  233  344
e  47  180  136
e  48  49  158
e  48  124  579
e  49  50  296
e  49  115  579
e  50  51  429
e  50  105  579
e  51  52  162
e  51  72  579
e  52  53  579
e  53  54  550
e  53  125  24
e  53  72  162
e  54  55  558
e  54  76  24
e  55  56  24
e  56  57  554
e  56  76  558
e  57  58  172
e  57  112  391
e  57  111  558
e  58  59  965
e  58  79  391
e  60  82  885
e  60  140  73
e  60  117  954
e  61  88  428
e  61  66  206
e  62  69  534
e  62  98  957
e  63  93  988
e  63  86  151
e  63  77  267
e  64  91  973
e  64  94  210
e  65  70  198
e  65  102  535
e  66  157  428
e  66  134  260
e  66  75  778
e  67  68  715
e  67  96  722
e  68  78  73
e  68  100  722
e  69  94  845
e  69  107  957
e  70  90  595
e  70  133  420
e  70  116  535
e  71  180  307
e  71  108  344
e  72  215  554
e  72  162  296
e  72  105  429
e  73  89  684
e  73  158  537
e  73  143  10
e  74  85  555
e  74  80  440
e  75  103  260
e  76  111  554
e  76  125  550
e  77  84  151
e  78  83  217
e  78  104  722
e  79  112  172
e  80  87  555
e  80  99  353
e  81  92  596
e  81  97  662
e  82  96  115
e  83  98  821
e  83  110  722
e  84  86  267
e  84  113  829
e  85  113  140
e  85  87  440
e  86  121  988
e  86  156  707
e  86  150  829
e  87  120  140
e  87  131  353
e  88  143  801
e  88  157  206
e  89  126  537
e  90  103  420
e  91  108  32
e  91  127  210
e  92  109  833
e  92  106  662
e  93  95  284
e  93  121  151
e  94  127  973
e  94  148  32
e  94  123  957
e  95  102  707
e  95  129  151
e  96  100  715
e  96  122  73
e  97  106  596
e  97  101  697
e  98  107  534
e  98  118  722
e  99  131  555
e  99  446  140
e  99  672  17
e  100  104  73
e  101  114  596
e  101  126  39
e  102  116  198
e  102  132  151
e  103  134  778
e  103  146  535
e  103  133  595
e  104  110  217
e  104  147  821
e  104  122  715
e  105  115  296
e  106  119  833
e  106  114  697
e  107  123  845
e  107  142  722
e  108  213  307
e  108  135  210
e  109  117  17
e  109  119  662
e  110  118  821
e  111  164  391
e  111  163  550
e  112  181  965
e  112  164  558
e  113  150  267
e  113  187  707
e  113  120  440
e  114  130  833
e  114  137  39
e  115  162  429
e  115  234  554
e  115  124  158
e  116  141  420
e  116  145  151
e  117  165  73
e  117  178  821
e  117  128  662
e  118  142  534
e  118  179  954
e  118  160  885
e  118  147  217
e  119  128  17
e  119  130  697
e  120  196  707
e  120  325  420
e  120  188  353
e  121  129  284
e  121  138  707
e  122  151  821
e  122  139  885
e  123  154  32
e  123  152  722
e  124  272  554
e  124  356  957
e  124  194  191
e  125  163  554
e  126  137  596
e  126  158  684
e  127  135  32
e  128  182  821
e  128  136  697
e  129  132  707
e  130  136  17
e  130  144  39
e  131  188  140
e  132  145  198
e  132  173  829
e  132  138  284
e  133  141  535
e  134  224  428
e  134  231  801
e  134  244  17
e  134  240  535
e  135  260  307
e  135  155  957
e  135  148  973
e  136  195  821
e  136  149  39
e  137  144  833
e  137  170  684
e  138  168  829
e  138  156  988
e  139  140  115
e  139  153  821
e  140  159  821
e  140  165  954
e  141  146  595
e  141  166  151
e  142  152  845
e  142  201  954
e  143  174  537
e  143  209  17
e  143  206  206
e  144  149  17
e  144  177  684
e  145  166  420
e  145  197  829
e  146  240  778
e  146  305  17
e  146  192  151
e  147  151  715
e  148  154  957
e  149  225  821
e  149  189  10
e  149  184  684
e  150  167  707
e  151  153  885
e  152  193  32
e  152  202  954
e  153  161  217
e  153  171  954
e  153  159  115
e  154  155  973
e  154  193  722
e  155  269  307
e  155  338  579
e  155  218  722
e  156  167  829
e  157  206  801
e  157  224  260
e  158  170  596
e  158  174  10
e  159  169  954
e  160  161  715
e  160  175  954
e  161  172  954
e  162  219  554
e  163  267  391
e  163  235  296
e  163  214  162
e  164  318  965
e  164  300  296
e  164  267  550
e  165  169  821
e  166  192  595
e  166  199  829
e  167  168  988
e  167  187  267
e  168  173  284
e  168  203  440
e  169  171  115
e  169  183  662
e  169  178  73
e  170  177  833
e  170  176  10
e  171  172  217
e  171  190  662
e  172  175  715
e  172  191  662
