p   edge 506  953
e  0  454  280
e  0  61  727
e  0  43  169
e  1  2  195
e  2  3  784
e  2  55  352
e  2  188  958
e  3  4  352
e  4  5  922
e  4  88  300
e  4  100  958
e  4  55  784
e  5  6  198
e  5  77  300
e  6  7  969
e  6  50  300
e  7  8  300
e  8  9  502
e  8  46  958
e  8  50  969
e  9  10  958
e  10  11  150
e  10  46  502
e  11  12  393
e  11  76  969
e  11  70  502
e  12  13  249
e  12  89  969
e  13  14  152
e  13  47  426
e  13  79  253
e  13  92  969
e  14  15  426
e  15  16  253
e  15  47  152
e  16  17  947
e  16  67  784
e  16  54  152
e  17  18  280
e  17  44  784
e  18  19  784
e  19  20  48
e  19  64  98
e  19  44  280
e  20  21  586
e  20  56  98
e  21  22  875
e  21  51  98
e  22  23  98
e  23  24  669
e  23  51  875
e  24  25  872
e  24  78  875
e  25  26  939
e  25  72  878
e  25  93  875
e  26  27  676
e  26  53  75
e  26  71  878
e  27  28  75
e  28  29  265
e  28  48  878
e  28  53  676
e  29  30  878
e  30  31  399
e  30  75  676
e  30  48  265
e  31  32  253
e  31  85  676
e  32  33  785
e  32  52  740
e  32  62  302
e  32  96  676
e  33  34  740
e  34  35  302
e  34  52  785
e  35  36  942
e  35  57  785
e  36  37  902
e  36  58  538
e  36  83  785
e  37  38  538
e  38  39  378
e  38  58  902
e  39  40  263
e  39  60  902
e  40  41  727
e  40  45  773
e  40  65  902
e  41  42  773
e  42  43  485
e  42  45  727
e  43  49  727
e  44  66  98
e  44  67  947
e  45  49  485
e  45  69  169
e  45  74  902
e  46  70  150
e  46  59  969
e  47  54  253
e  48  63  676
e  49  61  169
e  50  59  958
e  50  77  198
e  51  78  669
e  51  82  280
e  51  56  586
e  52  57  302
e  53  63  878
e  54  117  784
e  54  125  98
e  54  141  969
e  54  79  426
e  55  122  958
e  56  68  280
e  56  64  48
e  57  83  942
e  57  113  676
e  57  62  740
e  58  60  378
e  58  105  785
e  59  73  150
e  59  81  198
e  60  65  263
e  60  104  169
e  60  114  785
e  61  437  280
e  61  371  676
e  61  97  902
e  61  69  485
e  62  98  676
e  63  75  265
e  63  90  939
e  63  71  75
e  64  66  280
e  65  74  773
e  65  95  169
e  66  68  48
e  66  101  669
e  66  86  947
e  67  86  98
e  67  117  152
e  68  82  586
e  68  87  669
e  69  80  902
e  70  73  969
e  71  72  939
e  72  90  75
e  72  112  265
e  72  133  302
e  72  126  280
e  72  108  875
e  73  76  502
e  73  107  249
e  73  106  198
e  74  80  169
e  75  85  399
e  75  102  939
e  76  89  393
e  76  94  249
e  77  81  958
e  77  88  922
e  78  93  872
e  78  84  280
e  79  124  969
e  80  97  485
e  80  193  676
e  80  143  785
e  80  129  263
e  80  95  773
e  81  106  150
e  81  91  922
e  82  84  669
e  83  105  538
e  83  130  676
e  84  99  872
e  84  87  586
e  85  96  253
e  85  103  302
e  86  111  669
e  86  120  152
e  87  109  872
e  87  136  947
e  87  101  48
e  88  91  958
e  89  92  249
e  90  102  265
e  91  123  150
e  91  204  249
e  91  131  784
e  91  100  300
e  92  124  253
e  92  135  198
e  92  94  393
e  93  108  878
e  93  99  280
e  94  132  198
e  94  107  502
e  95  104  263
e  96  98  302
e  97  210  676
e  98  113  740
e  98  128  939
e  98  103  253
e  99  110  878
e  99  109  586
e  100  122  784
e  101  111  947
e  102  116  302
e  102  112  75
e  103  115  939
e  104  129  773
e  104  119  785
e  105  114  378
e  105  138  169
e  105  140  676
e  106  118  249
e  106  123  922
e  107  118  198
e  108  110  280
e  109  121  878
e  110  126  875
e  110  154  302
e  110  121  586
e  111  136  48
e  111  150  878
e  111  144  152
e  112  127  302
e  113  130  942
e  113  155  939
e  114  119  169
e  115  116  399
e  115  128  253
e  115  137  75
e  116  127  75
e  117  120  98
e  118  132  502
e  118  134  922
e  119  139  773
e  119  149  676
e  119  138  378
e  120  144  669
e  120  125  784
e  121  173  302
e  121  145  947
e  122  131  300
e  122  188  352
e  123  134  249
e  124  141  426
e  124  153  198
e  125  179  669
e  125  176  969
e  126  152  302
e  127  137  399
e  127  147  253
e  127  156  280
e  127  133  265
e  128  155  740
e  128  177  280
e  128  142  75
e  129  139  785
e  130  140  538
e  130  171  169
e  130  170  939
e  131  218  249
e  131  323  253
e  131  380  878
e  131  231  352
e  132  135  393
e  132  157  922
e  133  152  280
e  134  157  502
e  134  165  253
e  134  223  784
e  134  204  150
e  135  153  253
e  135  160  922
e  136  146  878
e  137  142  253
e  138  148  676
e  139  143  263
e  139  158  676
e  140  148  169
e  141  176  98
e  141  166  198
e  142  161  280
e  142  147  399
e  143  162  676
e  144  167  878
e  144  197  969
e  144  179  784
e  145  146  872
e  145  190  302
e  145  151  48
e  146  150  48
e  147  159  280
e  148  149  378
e  148  174  939
e  148  171  538
e  149  158  773
e  149  186  939
e  150  151  872
e  150  167  152
e  151  213  302
e  151  180  152
e  152  156  265
e  152  154  875
e  153  166  426
e  153  163  922
e  154  169  253
e  154  173  586
e  155  170  942
e  155  182  169
e  155  178  280
e  156  159  253
e  157  160  393
e  158  162  263
e  158  217  280
e  158  209  939
e  159  161  399
e  159  168  875
e  160  163  253
e  161  177  75
e  161  181  740
e  161  175  875
e  162  193  785
e  162  234  485
e  162  222  280
e  163  184  426
e  163  164  502
e  164  165  393
e  164  232  426
e  165  246  426
e  165  259  98
e  165  243  784
e  166  194  98
e  166  184  922
e  167  180  872
e  167  211  969
e  168  169  265
e  168  175  399
e  168  219  169
e  168  225  586
e  169  203  586
e  170  172  169
e  171  172  939
e  172  174  538
e  172  185  280
e  172  182  942
e  173  203  253
e  173  190  947
e  174  186  378
e  174  187  280
e  175  192  740
e  175  200  169
e  176  191  669
e  176  194  198
e  177  178  740
e  178  183  169
e  178  181  75
e  179  191  969
e  180  214  302
e  180  238  969
e  181  189  169
e  181  192  875
e  182  183  280
e  183  185  942
