p   edge 443  843
e  0  285  564
e  0  45  74
e  0  30  601
e  1  2  564
e  1  44  617
e  1  62  690
e  1  279  464
e  1  438  601
e  2  3  617
e  3  4  660
e  3  38  690
e  3  44  564
e  4  5  870
e  4  34  690
e  5  6  690
e  6  7  68
e  6  34  870
e  7  8  284
e  7  36  284
e  7  39  870
e  8  9  284
e  9  10  677
e  9  40  757
e  9  36  284
e  10  11  757
e  11  12  660
e  11  65  872
e  11  64  284
e  11  40  677
e  12  13  438
e  12  58  872
e  13  14  625
e  13  57  872
e  14  15  320
e  14  47  872
e  15  16  872
e  16  17  594
e  16  47  320
e  17  18  968
e  17  43  857
e  17  52  320
e  18  19  857
e  19  20  529
e  19  68  730
e  19  43  968
e  20  21  690
e  20  55  730
e  21  22  567
e  21  35  730
e  22  23  730
e  23  24  305
e  23  35  567
e  24  25  710
e  24  41  339
e  24  54  464
e  24  37  567
e  25  26  339
e  26  27  74
e  26  31  464
e  26  41  710
e  27  28  464
e  28  29  342
e  28  31  74
e  29  30  63
e  29  32  74
e  30  33  74
e  31  32  342
e  31  48  710
e  32  33  63
e  32  51  710
e  33  45  601
e  33  56  710
e  34  39  68
e  34  38  660
e  35  37  305
e  35  55  690
e  36  53  757
e  36  46  870
e  37  77  464
e  37  69  690
e  38  42  68
e  38  49  564
e  39  46  284
e  39  42  660
e  40  53  284
e  41  48  464
e  42  50  284
e  42  61  564
e  43  76  730
e  43  80  625
e  43  67  320
e  44  49  690
e  45  265  284
e  45  123  710
e  46  70  757
e  46  50  660
e  47  52  594
e  47  57  625
e  48  51  342
e  48  54  339
e  49  61  68
e  49  72  284
e  49  62  617
e  50  78  757
e  50  63  564
e  51  56  63
e  51  60  339
e  52  67  857
e  52  59  625
e  53  64  677
e  53  82  872
e  53  70  870
e  54  60  342
e  54  77  567
e  55  69  305
e  55  68  529
e  56  123  601
e  56  185  284
e  56  81  339
e  57  59  594
e  57  58  438
e  58  66  594
e  58  65  660
e  59  71  857
e  59  66  438
e  60  81  63
e  60  88  567
e  61  63  284
e  62  219  284
e  62  240  857
e  62  263  730
e  62  268  464
e  63  100  757
e  63  125  872
e  63  187  857
e  63  72  68
e  64  74  872
e  65  73  594
e  65  74  284
e  66  75  857
e  66  73  660
e  67  71  625
e  68  93  305
e  68  76  968
e  69  90  464
e  69  97  968
e  69  93  529
e  70  85  872
e  70  78  660
e  71  80  320
e  71  101  730
e  71  75  438
e  72  193  857
e  72  219  617
e  73  83  857
e  73  79  284
e  74  79  594
e  74  82  677
e  75  102  730
e  75  89  284
e  75  83  660
e  76  94  305
e  76  92  625
e  77  88  342
e  77  90  690
e  78  91  872
e  78  100  564
e  79  84  857
e  79  86  677
e  80  92  730
e  81  178  284
e  81  116  567
e  82  86  594
e  82  85  870
e  83  84  284
e  84  89  660
e  84  108  730
e  84  99  870
e  84  95  677
e  85  87  594
e  85  91  660
e  86  95  857
e  86  87  870
e  87  96  857
e  87  98  660
e  88  116  63
e  88  107  690
e  89  104  730
e  90  107  342
e  90  111  968
e  91  98  594
e  91  105  564
e  92  109  305
e  92  117  284
e  92  106  438
e  92  101  320
e  93  94  968
e  94  97  529
e  94  109  625
e  95  96  870
e  96  99  677
e  96  103  660
e  97  111  464
e  98  103  857
e  98  110  564
e  99  114  730
e  99  115  660
e  100  105  872
e  101  102  438
e  102  106  320
e  102  104  284
e  103  115  677
e  103  124  730
e  103  112  564
e  104  113  320
e  104  127  305
e  104  128  870
e  104  108  660
e  105  110  594
e  105  125  757
e  106  113  284
e  107  133  63
e  107  137  625
e  107  130  968
e  108  114  870
e  109  119  464
e  109  120  284
e  110  112  857
e  110  140  757
e  111  130  342
e  111  118  625
e  112  134  730
e  112  142  757
e  113  117  438
e  113  122  305
e  114  128  660
e  114  139  305
e  114  121  660
e  115  121  730
e  116  174  284
e  116  133  690
e  117  120  305
e  118  119  529
e  118  132  342
e  118  131  284
e  119  126  284
e  120  126  464
e  120  122  438
e  121  146  305
e  121  151  464
e  121  150  564
e  121  124  677
e  122  129  464
e  122  127  320
e  123  229  284
e  124  134  564
e  125  140  594
e  125  149  857
e  126  131  529
e  126  129  438
e  127  136  464
e  127  135  870
e  128  135  305
e  129  144  529
e  129  145  870
e  129  136  320
e  130  132  625
e  131  141  342
e  131  144  438
e  132  137  968
e  132  141  284
e  133  156  625
e  134  150  677
e  134  160  464
e  134  183  757
e  135  138  464
e  135  139  660
e  136  138  870
e  137  156  63
e  137  155  284
e  138  145  320
e  138  161  342
e  138  152  660
e  138  143  660
e  139  143  464
e  139  146  660
e  140  142  857
e  141  155  968
e  141  164  63
e  141  168  870
e  141  148  438
e  142  183  730
