p   edge 1812  3451
e  0  1751  613
e  0  1251  963
e  0  495  490
e  0  234  640
e  0  89  596
e  1  2  788
e  2  3  830
e  2  109  964
e  2  1807  916
e  3  4  256
e  3  99  964
e  4  5  964
e  5  6  508
e  5  99  256
e  6  7  549
e  6  153  333
e  6  110  256
e  7  8  235
e  7  143  333
e  8  9  284
e  8  130  333
e  9  10  795
e  9  101  333
e  10  11  959
e  10  94  333
e  11  12  333
e  12  13  429
e  12  119  110
e  12  94  959
e  13  14  110
e  14  15  41
e  14  103  939
e  14  181  346
e  14  119  429
e  15  16  939
e  16  17  704
e  16  111  346
e  16  103  41
e  17  18  346
e  18  19  784
e  18  111  704
e  19  20  277
e  19  168  41
e  19  131  704
e  20  21  650
e  20  112  250
e  20  175  41
e  21  22  958
e  21  104  250
e  22  23  250
e  23  24  352
e  23  104  958
e  24  25  735
e  24  113  958
e  25  26  916
e  25  183  538
e  25  182  958
e  26  27  538
e  27  28  975
e  27  205  958
e  27  183  916
e  28  29  67
e  28  358  814
e  28  332  41
e  28  218  958
e  29  30  847
e  29  120  894
e  29  307  814
e  30  31  894
e  31  32  365
e  31  120  847
e  32  33  498
e  32  126  847
e  33  34  544
e  33  144  847
e  34  35  819
e  34  196  814
e  34  184  847
e  35  36  223
e  35  176  814
e  36  37  691
e  36  159  814
e  37  38  613
e  37  146  814
e  38  39  549
e  39  40  359
e  39  114  802
e  39  121  814
e  40  41  802
e  41  42  884
e  41  97  814
e  41  114  359
e  42  43  1000
e  42  95  814
e  43  44  814
e  44  45  140
e  44  95  1000
e  45  46  917
e  45  105  1000
e  46  47  526
e  46  150  1000
e  47  48  885
e  47  188  1000
e  48  49  422
e  48  206  1000
e  49  50  109
e  49  189  849
e  49  249  191
e  49  229  359
e  49  215  1000
e  50  51  849
e  51  52  652
e  51  132  921
e  51  189  109
e  52  53  921
e  53  54  683
e  53  132  652
e  54  55  472
e  54  127  191
e  54  147  652
e  55  56  917
e  55  100  191
e  56  57  249
e  56  98  191
e  57  58  191
e  58  59  157
e  58  98  249
e  59  60  408
e  59  118  249
e  60  61  253
e  60  148  249
e  61  62  192
e  61  137  126
e  61  222  249
e  62  63  66
e  62  133  126
e  63  64  290
e  63  96  126
e  64  65  162
e  64  93  126
e  65  66  549
e  65  91  126
e  66  67  963
e  66  90  126
e  67  68  126
e  68  69  880
e  68  90  963
e  69  70  405
e  69  134  963
e  70  71  459
e  70  107  198
e  70  190  963
e  71  72  198
e  72  73  965
e  72  107  459
e  73  74  646
e  73  139  916
e  73  141  459
e  74  75  425
e  74  128  916
e  75  76  23
e  75  92  916
e  76  77  916
e  77  78  212
e  77  151  327
e  77  173  860
e  77  92  23
e  78  79  117
e  78  135  327
e  79  80  891
e  79  123  327
e  80  81  273
e  80  102  327
e  81  82  327
e  82  83  503
e  82  108  860
e  82  102  273
e  83  84  860
e  84  85  490
e  84  106  698
e  84  158  747
