p   edge 592  1106
e  0  534  397
e  0  50  485
e  1  2  639
e  1  510  156
e  2  3  72
e  2  59  747
e  2  342  452
e  2  397  156
e  3  4  747
e  4  5  503
e  4  66  682
e  4  59  72
e  5  6  967
e  6  7  682
e  7  8  136
e  7  81  162
e  7  65  503
e  8  9  162
e  9  10  637
e  9  92  350
e  9  102  452
e  9  81  136
e  10  11  350
e  11  12  721
e  11  87  452
e  11  92  637
e  12  13  502
e  12  72  452
e  13  14  534
e  13  60  452
e  14  15  968
e  14  56  452
e  15  16  452
e  16  17  551
e  16  145  135
e  16  56  968
e  17  18  485
e  17  106  135
e  18  19  603
e  18  79  617
e  18  88  135
e  19  20  203
e  19  62  617
e  20  21  617
e  21  22  195
e  21  73  135
e  21  62  203
e  22  23  135
e  23  24  373
e  23  67  78
e  23  78  203
e  23  73  195
e  24  25  78
e  25  26  156
e  25  93  203
e  25  67  373
e  26  27  227
e  26  63  797
e  26  101  203
e  27  28  494
e  27  54  797
e  28  29  751
e  28  51  797
e  29  30  797
e  30  31  242
e  30  55  47
e  30  51  751
e  31  32  47
e  32  33  357
e  32  82  372
e  32  55  242
e  33  34  372
e  34  35  303
e  34  74  543
e  34  82  357
e  35  36  216
e  35  52  543
e  36  37  543
e  37  38  639
e  37  52  216
e  38  39  397
e  38  114  56
e  38  64  216
e  39  40  670
e  39  69  56
e  40  41  111
e  40  58  56
e  41  42  56
e  42  43  643
e  42  70  779
e  42  58  111
e  43  44  779
e  44  45  551
e  44  71  535
e  44  70  643
e  45  46  535
e  46  47  126
e  46  53  346
e  46  77  643
e  46  71  551
e  47  48  346
e  48  49  269
e  48  53  126
e  49  50  295
e  49  57  126
e  50  369  397
e  50  61  126
e  51  68  47
e  51  54  494
e  52  64  639
e  52  74  303
e  53  57  269
e  53  90  643
e  54  80  47
e  54  153  203
e  54  63  227
e  55  120  372
e  55  150  543
e  55  68  751
e  56  158  135
e  56  164  503
e  56  60  534
e  57  61  295
e  57  96  643
e  58  84  779
e  58  89  535
e  58  69  670
e  59  119  682
e  59  180  452
e  60  146  503
e  60  111  637
e  60  72  502
e  61  301  397
e  61  125  643
e  62  76  135
e  62  79  603
e  63  124  203
e  64  133  56
e  64  121  303
e  65  66  967
e  65  104  162
e  66  135  452
e  66  119  72
e  67  83  203
e  68  167  543
e  68  80  494
e  69  118  535
e  69  114  397
e  70  75  535
e  70  84  111
e  71  75  643
e  72  87  721
e  73  76  203
e  74  121  639
e  74  203  535
e  74  108  357
e  75  77  551
e  75  86  111
e  76  78  195
e  76  85  603
e  77  90  346
e  77  95  111
e  78  83  78
e  78  91  603
e  79  85  135
e  80  225  543
e  80  159  203
e  81  109  452
e  81  104  503
e  82  108  543
e  82  120  242
e  83  93  373
e  83  94  603
e  84  86  535
e  85  91  195
e  85  88  617
e  86  95  551
e  86  103  346
e  86  89  779
e  87  97  637
e  88  99  78
e  88  106  485
e  89  118  670
e  90  96  269
e  90  100  111
e  91  94  78
e  92  97  452
e  93  101  156
e  93  107  603
e  94  107  373
e  94  117  156
e  94  98  617
e  95  100  346
e  96  125  295
e  96  105  111
e  97  112  502
e  97  110  136
e  97  102  350
e  98  99  195
e  98  123  156
e  99  115  485
e  100  105  269
e  100  103  551
e  101  124  797
e  101  113  603
e  102  109  136
e  103  143  269
e  103  140  397
e  104  116  452
e  105  144  295
e  105  151  397
e  105  143  551
e  106  115  78
e  106  145  551
e  107  113  156
e  108  211  535
e  108  131  242
e  109  110  350
e  109  116  503
e  110  126  502
e  110  122  503
e  111  112  721
e  111  136  503
e  111  130  136
e  112  126  136
e  113  139  797
e  113  127  617
e  113  117  373
e  114  128  535
e  114  133  216
e  115  138  156
e  115  148  551
e  116  122  350
e  116  134  967
e  117  123  617
e  118  128  397
e  119  155  452
e  120  131  543
e  121  165  56
e  121  189  535
e  122  129  502
e  122  156  967
e  123  127  373
e  123  137  485
e  124  153  227
e  124  139  603
e  125  144  111
e  126  130  721
e  126  129  503
e  127  152  797
e  127  170  485
e  128  142  346
e  128  147  216
e  129  132  721
e  129  166  967
e  130  132  503
e  131  239  535
e  131  188  751
e  131  150  372
e  132  136  136
e  132  157  637
e  132  204  78
e  132  212  156
e  132  182  967
e  133  147  535
e  133  165  303
e  134  135  162
e  134  156  350
e  134  173  72
e  135  155  72
e  136  146  637
e  137  138  195
e  137  170  373
e  137  174  797
e  138  195  797
e  138  162  551
e  139  187  47
e  139  152  617
e  140  141  670
e  140  149  269
e  141  142  779
e  141  163  269
e  141  161  216
e  142  154  216
e  143  149  397
e  144  191  397
e  145  148  78
e  145  158  968
e  146  164  534
e  146  157  136
e  147  154  346
e  147  171  303
e  148  162  156
e  148  160  968
e  149  151  551
e  149  175  216
e  149  163  670
e  150  167  751
e  151  191  295
e  151  176  216
e  152  233  47
e  152  253  503
e  152  172  485
e  153  159  47
e  154  161  779
e  154  177  303
e  155  173  162
e  155  230  350
e  155  272  156
e  155  180  682
e  156  166  502
e  156  181  72
e  157  183  534
e  157  202  78
e  158  160  78
e  158  178  503
e  159  234  543
e  159  186  603
e  160  169  156
e  160  179  503
e  161  168  269
e  161  192  303
e  162  198  797
e  162  169  968
e  163  168  216
e  164  178  135
e  164  184  78
e  164  183  136
e  165  171  535
e  166  182  721
e  166  193  72
e  167  188  372
e  167  241  203
e  167  225  494
e  168  175  670
e  168  190  551
e  168  197  303
e  169  201  797
e  169  185  503
e  170  172  797
e  171  177  346
e  171  215  639
e  171  189  56
e  172  227  503
e  172  174  373
e  173  181  350
e  174  221  503
e  174  200  551
e  174  195  195
e  175  176  551
e  176  218  295
e  176  237  303
e  176  190  670
e  177  192  779
e  177  236  269
e  177  222  357
e  178  179  78
e  179  185  156
e  179  196  136
e  179  184  135
e  180  278  156
e  180  342  747
e  181  193  502
e  181  230  162
e  182  224  156
e  182  219  72
e  183  194  78
e  184  194  136
e  185  209  797
e  185  199  136
e  186  187  227
e  186  268  543
e  186  273  503
e  186  247  617
e  187  233  617
e  188  269  535
e  188  265  203
e  189  203  639
e  190  217  303
e  191  302  643
e  191  218  216
e  192  197  269
e  193  219  721
e  193  245  156
e  193  250  162
e  194  196  135
e  194  202  534
e  195  198  551
e  196  199  156
e  197  217  551
e  197  246  357
e  197  236  779
e  198  200  195
e  198  201  968
e  199  229  797
e  199  213  637
e  199  205  534
e  200  220  503
e  200  210  968
e  201  210  195
e  201  209  503
e  202  206  156
e  202  204  637
e  203  215  56
e  203  211  357
e  204  207  156
e  205  206  135
e  205  208  637
e  206  207  637
e  207  208  135
e  207  226  967
e  207  212  78
e  208  213  534
e  208  249  797
e  208  228  967
e  209  214  195
e  209  229  136
e  210  214  503
e  211  216  56
e  211  235  346
e  211  239  242
e  212  224  967
e  213  243  797
e  214  220  968
e  214  232  373
e  214  252  136
e  215  216  357
e  216  223  346
e  217  237  670
e  217  300  295
e  217  274  357
e  218  390  643
e  218  255  303
e  219  238  156
e  220  221  551
e  221  227  373
e  222  223  639
e  222  244  269
e  223  258  269
e  223  254  242
e  223  235  56
e  224  226  78
e  224  238  72
e  225  234  203
e  226  228  135
e  226  240  72
e  227  253  485
e  227  260  47
e  227  231  968
e  228  251  797
e  228  242  72
e  229  252  195
e  229  243  637
e  230  250  502
e  230  271  156
e  231  232  551
e  231  276  47
e  232  284  47
e  232  264  136
e  233  247  227
e  233  256  503
e  234  241  494
e  234  268  603
e  235  248  242
e  236  244  357
e  237  255  295
e  238  240  78
e  238  245  721
e  239  248  346
e  239  269  751
e  240  242  135
e  240  257  721
e  241  265  372
e  241  313  535
e  241  320  603
e  242  261  797
e  242  266  721
e  243  281  195
e  243  259  967
e  243  249  534
e  244  246  779
e  244  258  639
e  245  257  78
e  245  267  162
e  246  274  551
e  246  299  242
e  246  262  639
e  247  263  503
e  248  254  56
e  248  277  751
e  249  251  967
e  250  267  156
e  251  259  534
e  251  261  72
e  252  264  373
e  252  281  637
e  253  256  47
e  254  270  269
e  254  298  751
e  255  474  643
e  255  506  503
e  255  494  203
e  255  317  357
e  255  300  670
e  256  263  227
e  256  260  485
e  257  266  135
e  257  282  162
e  258  262  779
e  258  270  242
e  259  285  195
e  259  279  72
e  260  280  227
e  260  276  968
e  261  279  534
e  261  331  195
e  261  376  47
e  261  286  721
e  262  275  242
e  263  273  617
e  263  340  543
e  263  343  136
e  263  280  485
e  264  287  47
e  264  294  967
e  265  283  535
e  266  286  797
e  266  292  162
e  267  282  78
e  267  271  502
e  268  320  494
e  268  325  535
e  268  303  503
e  269  277  346
e  269  283  203
e  270  275  779
e  270  321  203
e  270  308  751
e  271  272  350
e  272  278  682
e  273  303  543
e  274  309  295
e  274  311  242
e  275  299  639
e  275  327  551
e  275  326  203
e  276  297  227
e  276  296  136
e  276  284  551
e  277  298  56
e  277  288  203
e  278  291  78
e  278  383  797
e  278  371  747
e  279  293  195
e  280  339  136
e  280  297  968
e  281  285  967
e  282  292  135
e  282  289  682
e  283  288  346
e  283  313  372
e  284  287  136
e  285  295  373
e  285  293  72
e  286  411  47
e  286  364  682
e  286  306  162
e  287  296  551
e  287  315  227
e  287  314  967
e  288  304  56
e  288  351  269
e  288  332  603
e  289  290  350
e  289  310  135
e  290  291  502
e  290  318  135
e  291  323  135
e  291  334  797
e  292  306  797
e  292  310  682
e  293  307  373
e  293  331  534
e  294  295  637
e  294  314  47
e  295  319  47
e  295  307  72
e  296  305  227
e  297  305  136
e  298  308  269
e  298  304  203
e  299  311  551
e  300  309  357
e  301  302  111
e  301  369  126
e  301  417  216
e  302  390  216
e  303  337  535
e  303  340  617
e  304  312  269
e  305  339  968
e  305  349  485
e  305  362  543
e  305  365  967
e  305  315  551
e  306  316  682
e  307  324  47
e  307  347  534
e  308  312  203
e  309  317  670
e  309  353  242
e  310  316  797
e  310  318  350
e  311  353  295
e  311  363  203
e  311  327  639
e  312  321  751
e  312  329  779
e  312  356  603
e  312  351  56
e  313  322  603
e  314  338  227
e  314  335  72
e  314  319  637
e  315  338  967
e  316  364  162
e  316  430  47
e  316  328  350
e  317  416  203
e  317  374  242
e  318  328  797
e  318  323  502
e  319  324  72
e  320  322  535
e  321  326  779
e  322  333  346
e  322  325  494
e  323  330  797
e  324  335  637
e  324  348  227
e  324  354  534
e  325  336  346
e  325  337  503
e  326  352  551
e  326  329  751
e  327  352  203
e  328  481  47
e  328  330  502
e  329  368  551
e  329  366  503
e  330  497  47
e  330  455  747
e  330  334  135
e  331  347  373
e  331  358  47
e  332  333  372
e  332  355  269
e  332  346  503
e  333  345  503
e  333  336  494
e  334  422  747
e  334  383  78
e  335  344  227
e  336  341  503
e  337  341  346
e  337  377  617
e  338  365  551
e  338  344  72
e  339  343  485
e  340  377  535
e  340  357  136
e  341  345  494
e  341  350  372
e  341  380  269
e  341  384  136
e  342  371  156
e  343  357  543
e  343  349  968
e  344  373  551
e  344  382  543
e  344  348  637
e  345  346  372
e  346  359  269
e  346  350  494
e  347  354  47
e  348  392  543
e  348  401  534
e  349  361  543
e  350  372  269
e  351  355  603
e  352  363  639
e  352  386  295
e  352  368  751
e  353  374  670
e  353  370  203
e  354  401  227
e  354  463  682
e  354  358  373
e  355  356  56
e  355  359  503
e  356  360  503
e  357  379  535
e  357  361  968
e  358  452  682
e  358  376  195
e  359  360  56
e  359  372  494
e  360  367  779
e  360  381  494
e  361  387  535
e  361  362  485
e  362  393  535
e  362  375  967
e  363  370  295
e  364  421  47
e  365  375  543
e  365  373  72
e  366  367  603
e  366  388  551
e  367  399  551
e  367  451  136
e  367  404  494
e  368  405  295
e  368  388  503
e  369  534  485
e  369  576  503
e  369  446  216
e  370  389  670
e  370  415  503
e  370  386  639
e  371  410  797
e  371  397  452
e  372  381  56
e  372  380  372
e  373  378  543
e  374  389  203
e  375  394  535
e  375  378  72
e  376  441  682
e  376  411  721
e  377  379  136
e  378  396  535
e  378  382  551
e  379  385  346
e  379  387  968
e  380  395  56
e  380  409  136
e  381  404  779
e  381  395  372
e  382  408  535
e  382  392  637
e  383  410  747
e  384  385  617
e  384  409  269
e  385  420  269
e  385  391  968
e  386  407  503
e  386  405  751
e  387  391  346
e  387  398  967
e  387  393  485
e  388  406  295
e  388  399  603
e  389  416  242
e  389  429  503
e  390  417  111
e  390  474  303
e  391  423  269
e  391  414  72
e  391  400  967
e  392  412  535
e  392  442  534
e  393  394  967
e  394  398  485
e  394  396  72
e  395  419  136
e  396  403  346
e  396  408  551
e  397  482  797
e  397  510  639
e  398  400  346
e  399  425  295
e  399  461  136
e  400  402  72
e  401  442  543
e  401  467  535
e  401  478  682
e  402  403  485
e  402  414  967
e  402  426  269
e  403  437  269
e  403  443  637
e  403  413  551
e  404  427  136
e  405  406  503
e  406  407  751
e  406  435  639
e  406  425  603
e  407  415  639
e  408  413  346
e  408  412  637
e  409  419  56
e  409  420  617
e  410  422  78
e  410  482  452
e  411  421  682
e  412  418  346
e  412  454  534
e  413  418  637
e  414  424  269
e  415  429  670
e  415  435  751
e  416  494  357
e  416  462  503
e  417  446  126
e  418  443  551
e  418  448  269
e  418  459  534
e  419  428  779
e  419  433  72
e  420  431  72
e  420  423  968
e  421  441  721
e  421  456  195
e  421  430  162
e  422  455  135
e  422  558  452
e  423  424  72
e  424  431  968
e  424  426  967
e  425  458  639
e  425  480  136
e  426  432  968
e  426  438  56
e  426  437  485
e  427  428  372
e  427  451  494
e  427  471  551
e  427  453  72
e  428  440  72
e  429  462  242
e  429  472  603
e  430  484  195
e  430  518  535
e  430  481  350
e  431  434  56
e  431  432  967
e  432  436  56
e  433  434  617
e  433  440  779
e  433  439  967
e  434  436  967
e  435  458  603
e  436  439  617
e  436  438  968
e  437  460  56
e  437  447  637
e  438  444  617
e  438  450  779
e  438  460  485
e  439  445  779
e  439  444  968
e  440  453  372
e  440  445  967
e  441  452  195
e  442  454  535
e  443  447  269
e  444  449  779
e  445  457  372
e  445  449  968
e  446  563  503
e  446  507  303
e  447  465  56
e  447  448  551
e  448  468  56
e  448  499  534
e  449  464  372
e  449  450  617
e  450  470  372
e  450  489  637
e  450  469  485
e  451  461  551
e  452  463  373
e  452  456  721
e  453  475  551
e  453  457  967
e  454  459  346
e  454  467  543
e  455  557  47
e  456  466  373
e  456  484  162
e  457  479  551
e  457  464  968
e  458  473  670
e  459  499  269
e  459  496  682
e  459  485  543
e  460  469  779
e  460  465  637
e  461  480  295
e  461  477  72
e  461  471  494
e  462  501  357
e  463  478  227
e  463  466  721
e  464  490  551
e  464  470  617
e  465  476  779
e  465  468  551
e  466  487  227
e  466  493  162
e  467  485  346
e  467  488  682
e  468  483  779
e  468  530  534
e  469  476  637
e  470  500  551
e  470  505  637
e  471  475  72
