p   edge 486  919
e  0  393  36
e  0  44  7
e  1  2  352
e  1  50  798
e  1  299  114
e  1  418  517
e  2  3  906
e  2  47  798
e  3  4  798
e  4  5  764
e  4  49  114
e  4  47  906
e  5  6  114
e  6  7  470
e  6  49  764
e  7  8  985
e  7  129  279
e  7  77  764
e  8  9  265
e  8  101  279
e  9  10  639
e  9  56  279
e  10  11  742
e  10  53  279
e  11  12  279
e  12  13  830
e  12  53  742
e  13  14  705
e  13  58  742
e  14  15  46
e  14  70  639
e  15  16  470
e  15  81  639
e  16  17  543
e  16  72  83
e  16  111  639
e  17  18  83
e  18  19  345
e  18  76  517
e  18  72  543
e  19  20  378
e  19  75  517
e  20  21  144
e  20  65  517
e  21  22  658
e  21  54  517
e  22  23  785
e  22  46  517
e  23  24  517
e  24  25  567
e  24  48  372
e  24  46  785
e  25  26  372
e  26  27  666
e  26  48  567
e  27  28  861
e  27  73  255
e  27  51  567
e  28  29  255
e  29  30  417
e  29  84  567
e  29  73  861
e  30  31  407
e  30  59  535
e  30  98  895
e  30  105  567
e  31  32  535
e  32  33  412
e  32  63  895
e  32  59  407
e  33  34  731
e  33  45  895
e  34  35  895
e  35  36  906
e  35  60  755
e  35  45  731
e  36  37  755
e  37  38  655
e  37  60  906
e  38  39  479
e  38  52  110
e  38  67  906
e  39  40  110
e  40  41  36
e  40  66  908
e  40  52  479
e  41  42  909
e  41  62  908
e  42  43  920
e  42  55  908
e  43  44  908
e  44  309  36
e  44  55  920
e  45  96  755
e  45  85  407
e  45  63  412
e  46  57  372
e  46  80  144
e  46  54  658
e  47  68  114
e  47  50  352
e  48  51  666
e  48  57  785
e  49  77  470
e  49  68  906
e  50  74  114
e  51  79  255
e  51  61  785
e  52  88  908
e  52  106  906
e  53  58  830
e  53  56  639
e  54  65  144
e  55  89  36
e  55  62  909
e  56  64  830
e  56  102  705
e  56  101  265
e  57  61  666
e  57  82  144
e  58  64  639
e  59  69  895
e  60  67  655
e  60  96  731
e  61  91  255
e  61  87  144
e  62  66  36
e  63  69  407
e  64  71  705
e  65  80  658
e  65  83  372
e  65  78  345
e  65  75  378
e  66  89  909
e  66  379  731
e  66  88  479
e  67  106  110
e  67  104  731
e  68  93  470
e  68  74  352
e  69  85  412
e  69  119  567
e  69  98  535
e  70  71  742
e  70  81  46
e  71  86  46
e  71  113  265
e  71  102  830
e  72  116  517
e  72  112  639
e  73  79  567
e  74  99  470
e  74  299  798
e  75  76  345
e  76  78  378
e  76  94  372
e  76  116  543
e  77  130  279
e  77  93  906
e  78  90  372
e  79  84  861
e  79  91  785
e  80  82  372
e  81  111  470
e  81  115  83
e  81  147  517
e  81  86  742
e  82  87  666
e  82  83  658
e  83  92  666
e  83  90  345
e  84  105  417
e  84  103  785
e  85  140  755
e  85  144  567
e  86  149  517
e  86  122  265
e  87  108  255
e  87  97  345
e  87  92  658
e  88  196  731
e  88  126  906
e  89  309  920
e  89  402  7
e  89  470  345
e  89  398  731
e  90  95  666
e  90  94  378
e  91  103  861
e  91  117  417
e  91  108  144
e  92  95  345
e  93  135  279
e  93  99  352
e  94  100  666
e  94  151  639
e  94  143  543
e  95  97  658
e  95  100  378
e  96  104  655
e  96  140  407
e  97  120  255
e  97  107  378
e  98  114  567
e  99  153  279
e  99  387  517
e  99  386  798
e  100  107  658
e  100  179  895
e  100  160  639
e  101  110  705
e  101  136  764
e  101  129  985
e  102  110  265
e  103  109  417
e  104  127  110
e  104  218  908
e  104  193  785
e  105  114  895
e  105  109  785
e  106  126  908
e  106  127  731
e  107  148  255
e  107  163  895
e  108  125  417
e  108  120  345
e  109  118  895
e  109  117  861
e  110  113  830
e  110  146  764
e  111  112  83
e  112  124  517
e  112  115  470
e  113  122  46
e  113  159  764
e  114  119  535
e  114  118  785
e  115  137  517
e  116  143  372
e  116  124  639
e  117  123  895
e  117  125  144
e  118  121  535
e  118  123  861
e  119  144  412
e  119  121  785
e  120  131  417
e  120  138  895
e  120  148  378
e  121  152  412
e  121  139  144
e  121  133  861
e  122  162  517
e  122  188  906
e  122  174  764
e  123  133  535
e  123  128  144
e  124  145  372
e  124  172  742
e  124  137  470
e  125  128  895
e  125  131  345
e  126  142  731
e  127  142  908
e  128  134  535
e  128  132  345
e  129  130  764
e  130  136  985
e  130  154  705
e  130  135  906
e  131  132  895
e  132  141  535
e  132  164  378
e  132  138  417
e  133  134  144
e  134  139  861
e  134  141  345
e  135  155  705
e  135  153  352
e  136  146  705
e  137  150  742
e  137  147  83
e  138  156  378
e  139  169  412
e  139  158  345
