p   edge 893  1714
e  0  841  280
e  0  448  727
e  0  88  169
e  0  43  878
e  1  2  280
e  1  104  198
e  1  226  922
e  1  397  784
e  1  405  195
e  2  3  676
e  2  62  198
e  3  4  198
e  4  5  727
e  4  44  922
e  4  62  676
e  5  6  922
e  6  7  969
e  6  44  727
e  7  8  875
e  7  45  727
e  8  9  152
e  8  66  727
e  9  10  902
e  9  65  947
e  9  70  727
e  10  11  947
e  11  12  939
e  11  85  586
e  11  90  784
e  11  65  902
e  12  13  586
e  13  14  785
e  13  63  784
e  13  85  939
e  14  15  784
e  15  16  75
e  15  80  502
e  15  63  785
e  16  17  48
e  16  58  502
e  17  18  502
e  18  19  393
e  18  58  48
e  19  20  485
e  19  86  352
e  19  122  75
e  19  107  48
e  20  21  265
e  20  84  352
e  21  22  399
e  21  76  352
e  22  23  263
e  22  47  150
e  22  72  352
e  23  24  150
e  24  25  426
e  24  47  263
e  25  26  784
e  25  50  263
e  26  27  740
e  26  46  352
e  27  28  352
e  28  29  253
e  28  52  249
e  28  46  740
e  29  30  942
e  29  49  249
e  30  31  773
e  30  48  249
e  31  32  249
e  32  33  872
e  32  48  773
e  33  34  378
e  33  74  253
e  33  60  773
e  34  35  538
e  34  51  253
e  35  36  253
e  36  37  300
e  36  51  538
e  37  38  98
e  37  82  195
e  37  75  538
e  38  39  302
e  38  61  195
e  39  40  669
e  39  57  195
e  40  41  169
e  40  53  195
e  41  42  195
e  42  43  958
e  42  53  169
e  43  56  169
e  44  45  969
e  44  69  676
e  45  66  875
e  45  71  152
e  45  78  676
e  46  73  249
e  46  54  263
e  47  50  426
e  47  59  352
e  48  60  872
e  48  49  942
e  49  64  872
e  49  52  253
e  50  55  352
e  51  75  300
e  51  74  378
e  52  81  872
e  52  115  253
e  52  99  263
e  52  73  740
e  53  56  958
e  53  57  669
e  54  55  784
e  54  79  249
e  54  114  399
e  55  87  399
e  55  59  426
e  56  88  878
e  56  67  302
e  57  61  302
e  58  107  393
e  58  80  75
e  59  77  399
e  59  72  150
e  60  83  253
e  60  64  942
e  61  68  958
e  61  110  538
e  61  82  98
e  62  69  922
e  62  104  280
e  63  101  502
e  63  121  902
e  63  89  939
e  64  92  253
e  64  81  253
e  65  98  784
e  65  103  727
e  66  70  152
e  67  68  669
e  67  197  878
e  67  170  538
e  68  113  538
e  69  78  969
e  69  118  280
e  70  103  947
e  70  134  784
e  70  71  875
e  71  157  784
e  71  144  676
e  72  76  399
e  73  79  263
e  74  94  300
e  74  83  773
e  75  95  195
e  75  94  378
e  76  77  150
e  76  84  265
e  77  87  426
e  77  96  485
e  77  91  265
e  78  144  152
e  78  188  784
e  78  143  280
e  79  99  740
e  79  128  253
e  79  146  300
e  79  153  195
e  79  136  485
e  79  124  399
e  80  112  393
e  80  101  785
e  81  100  253
e  82  95  538
e  83  97  300
e  83  92  942
e  84  91  150
e  84  86  485
e  85  89  784
e  86  93  150
e  86  178  785
e  86  159  75
e  87  114  784
e  87  102  485
e  88  436  727
e  88  430  485
e  88  350  773
e  88  295  538
e  88  197  302
e  89  108  902
e  89  90  586
e  90  98  902
e  91  93  485
e  92  105  300
e  92  100  253
e  93  96  265
e  93  109  426
e  93  183  785
e  94  106  195
e  94  97  773
e  95  110  98
e  95  117  958
e  95  106  378
e  96  102  426
e  97  111  195
e  97  105  942
e  98  108  586
e  98  119  727
e  99  125  253
e  100  116  300
e  100  115  872
e  101  131  393
e  101  145  902
e  102  123  784
e  102  135  249
e  102  109  265
e  103  119  784
e  104  118  922
e  105  120  195
e  105  116  253
e  106  133  958
e  106  111  773
e  107  112  75
e  108  121  939
e  108  156  502
e  108  149  727
e  109  142  249
e  109  209  195
e  109  208  785
e  110  113  958
e  111  140  958
e  111  120  942
e  112  122  48
e  112  131  785
e  113  170  669
e  113  148  378
e  113  117  98
e  114  124  249
e  114  123  485
e  115  129  300
e  115  125  263
e  116  126  195
e  116  132  263
e  116  129  872
e  117  133  378
e  118  143  969
e  118  306  784
e  118  226  198
e  119  149  586
e  119  174  502
e  119  213  676
e  119  134  947
e  120  151  958
e  120  126  253
e  121  145  502
e  122  159  352
e  122  154  785
e  123  127  249
e  124  127  485
e  125  130  300
e  125  128  740
e  126  161  958
e  126  138  263
e  127  136  399
e  127  166  195
e  127  152  265
e  127  135  784
e  128  137  300
e  129  130  263
e  130  132  872
e  130  139  195
e  130  137  740
e  131  154  48
e  131  171  352
e  131  165  902
e  132  138  195
e  133  148  98
e  133  140  773
e  134  201  676
e  134  157  875
e  135  142  265
e  136  160  195
e  137  141  195
e  137  146  253
e  138  164  958
e  138  147  740
e  138  139  872
e  139  141  740
e  140  155  98
e  140  151  942
e  141  147  872
e  141  182  958
e  141  169  485
e  141  150  253
e  142  152  784
e  142  186  195
e  143  214  784
e  144  167  784
e  145  165  393
e  145  168  727
e  145  156  939
e  146  150  195
e  147  172  958
e  148  193  669
e  148  155  773
e  149  158  502
e  150  163  485
e  150  153  300
e  151  175  98
e  151  179  263
e  151  161  253
e  152  176  195
e  153  160  485
e  154  162  352
e  155  196  669
e  155  175  942
e  156  158  727
e  157  167  676
e  158  168  939
e  158  180  393
e  158  174  586
e  159  162  785
e  160  163  300
e  160  166  399
e  161  164  263
e  162  178  75
e  162  185  150
e  162  191  902
e  162  171  48
e  163  169  253
e  163  173  399
e  164  179  253
e  164  200  98
e  164  172  740
e  165  181  352
e  165  177  727
e  166  173  300
e  166  176  265
e  167  201  875
e  167  228  502
e  167  279  352
e  167  271  280
e  167  188  152
e  168  177  393
e  169  190  958
e  169  184  399
e  170  247  878
e  170  237  773
e  170  193  378
e  171  181  902
e  172  218  98
e  172  195  485
e  172  182  872
e  173  184  253
e  173  187  265
e  174  205  393
e  174  229  352
e  174  222  676
e  175  236  669
e  175  192  263
e  176  187  300
e  176  186  784
e  177  189  352
e  177  180  939
e  178  183  150
e  179  192  98
e  180  194  352
e  180  205  586
e  181  191  48
e  181  189  727
e  182  190  485
e  183  208  426
e  183  212  195
e  183  185  75
