p   edge 343  642
e  0  74  143
e  0  35  132
e  1  2  355
e  1  58  359
e  1  206  51
e  1  329  646
e  2  3  482
e  2  42  359
e  3  4  359
e  4  5  191
e  4  42  482
e  5  6  332
e  5  56  94
e  5  59  482
e  6  7  94
e  7  8  931
e  7  56  332
e  8  9  349
e  8  41  715
e  8  71  332
e  9  10  643
e  9  39  715
e  10  11  39
e  10  37  715
e  11  12  715
e  12  13  581
e  12  43  51
e  12  37  39
e  13  14  212
e  13  38  51
e  14  15  51
e  15  16  31
e  15  38  212
e  16  17  31
e  16  49  212
e  17  18  598
e  17  63  418
e  17  51  212
e  18  19  13
e  18  46  418
e  19  20  418
e  20  21  422
e  20  54  704
e  20  78  807
e  20  46  13
e  21  22  451
e  21  50  704
e  22  23  704
e  23  24  807
e  23  50  451
e  24  25  346
e  24  52  488
e  24  61  451
e  25  26  546
e  25  44  488
e  26  27  488
e  27  28  478
e  27  44  546
e  28  29  474
e  28  45  546
e  29  30  813
e  29  55  646
e  29  47  546
e  30  31  143
e  30  36  156
e  30  48  646
e  31  32  156
e  32  33  646
e  32  36  143
e  33  34  220
e  33  40  143
e  34  35  403
e  34  60  143
e  35  62  143
e  36  40  646
e  37  66  51
e  37  39  643
e  38  49  31
e  38  43  581
e  39  68  51
e  39  41  349
e  40  60  220
e  40  64  403
e  40  79  546
e  40  67  813
e  40  48  156
e  41  75  51
e  41  81  332
e  42  59  191
e  42  58  355
e  43  77  31
e  43  66  39
e  44  45  478
e  44  52  346
e  45  47  474
e  45  53  346
e  46  107  807
e  46  126  488
e  46  129  39
e  46  103  212
e  46  63  598
e  47  65  646
e  47  57  346
e  48  55  813
e  49  51  31
e  49  84  418
e  49  77  581
e  50  61  807
e  50  54  422
e  51  72  418
e  52  53  478
e  52  93  451
e  53  57  474
e  53  99  451
e  54  69  807
e  55  67  156
e  55  65  546
e  56  71  931
e  56  89  482
e  57  70  646
e  57  106  451
e  58  76  191
e  58  143  931
e  58  153  51
e  59  89  94
e  59  76  355
e  60  62  403
e  61  93  488
e  61  69  422
e  62  74  132
e  62  64  220
e  63  72  212
e  64  83  132
e  65  73  156
e  65  70  346
e  66  82  31
e  66  68  643
e  67  73  546
e  68  91  418
e  68  75  349
e  69  98  488
e  69  78  704
e  70  80  156
e  70  108  451
e  71  81  715
e  71  97  482
e  72  103  598
e  72  88  39
e  72  84  31
e  73  79  813
e  73  80  346
e  74  145  346
e  74  83  220
e  75  102  418
e  75  100  332
e  76  96  94
e  76  118  931
e  77  82  39
e  78  110  488
e  78  107  13
e  79  87  346
e  80  87  813
e  80  132  451
e  81  100  51
e  81  105  482
e  82  86  418
e  83  123  346
e  84  85  39
e  85  86  581
e  85  88  31
e  86  92  31
e  86  90  643
e  87  125  132
e  87  175  451
e  88  121  598
e  88  95  643
e  88  92  581
e  89  97  931
e  89  96  355
e  90  91  31
e  90  94  31
e  90  113  349
e  91  102  349
e  92  94  643
e  93  99  478
e  93  98  422
e  94  95  581
e  94  120  349
e  95  134  598
e  95  155  488
e  95  128  349
e  96  101  931
e  97  105  715
e  97  101  355
e  98  104  478
e  98  110  704
e  99  106  474
e  99  111  646
e  99  104  422
e  100  131  418
e  100  119  355
e  100  115  482
e  101  109  715
e  101  136  51
e  101  118  94
e  102  113  31
e  102  131  332
e  103  121  39
e  104  112  646
e  104  122  704
e  105  115  51
e  105  109  355
e  106  108  646
e  107  117  488
e  108  132  156
e  108  114  422
e  108  111  474
e  109  116  51
e  110  122  478
e  110  117  13
e  111  112  422
e  112  114  474
e  112  130  704
e  113  120  31
e  113  161  332
e  114  142  156
e  114  156  13
e  114  135  704
e  115  116  355
e  116  119  482
e  116  139  418
e  116  165  191
e  116  154  94
e  116  136  715
e  117  127  478
e  117  126  807
e  118  144  51
e  118  143  191
e  119  137  418
e  120  128  581
e  120  172  355
e  120  170  332
e  121  129  212
e  121  146  488
e  121  134  643
e  122  130  646
e  122  127  13
e  123  124  546
e  123  145  220
e  124  125  403
e  124  157  220
e  124  197  451
e  125  182  451
e  126  140  478
e  126  141  39
e  127  133  646
e  127  140  807
e  128  168  488
e  128  186  355
e  129  141  488
e  130  135  474
e  130  133  13
e  131  161  31
e  131  137  355
e  132  175  813
e  132  196  132
e  132  142  422
