p   edge 1007  1909
e  0  239  378
e  0  82  253
e  0  67  702
e  1  2  265
e  1  872  700
e  2  3  803
e  2  92  120
e  2  124  85
e  2  565  28
e  2  623  744
e  2  659  523
e  2  751  700
e  3  4  120
e  4  5  85
e  4  92  803
e  5  6  623
e  5  111  803
e  6  7  17
e  6  133  803
e  7  8  243
e  7  87  28
e  7  154  803
e  8  9  28
e  9  10  68
e  9  87  243
e  10  11  501
e  10  93  243
e  11  12  392
e  11  119  465
e  11  255  803
e  11  170  243
e  12  13  25
e  12  78  465
e  13  14  465
e  14  15  406
e  14  78  25
e  15  16  375
e  15  79  925
e  15  86  25
e  16  17  925
e  17  18  744
e  17  79  375
e  18  19  427
e  18  85  375
e  19  20  152
e  19  130  523
e  19  99  375
e  20  21  103
e  20  109  523
e  21  22  745
e  21  100  523
e  22  23  48
e  22  97  523
e  23  24  330
e  23  71  523
e  24  25  523
e  25  26  917
e  25  103  700
e  25  71  330
e  26  27  706
e  26  88  369
e  26  94  700
e  27  28  369
e  28  29  713
e  28  77  700
e  28  88  706
e  29  30  700
e  30  31  949
e  30  77  713
e  31  32  411
e  31  84  713
e  32  33  571
e  32  176  320
e  32  105  713
e  33  34  615
e  33  163  320
e  34  35  29
e  34  106  961
e  34  126  320
e  35  36  961
e  36  37  437
e  36  76  320
e  36  106  29
e  37  38  71
e  37  68  320
e  38  39  320
e  39  40  631
e  39  68  71
e  40  41  585
e  40  73  71
e  41  42  838
e  41  177  634
e  41  107  71
e  42  43  987
e  42  152  634
e  43  44  118
e  43  144  634
e  44  45  634
e  45  46  220
e  45  166  538
e  45  165  987
e  45  144  118
e  46  47  56
e  46  127  538
e  47  48  634
e  47  83  538
e  48  49  538
e  49  50  65
e  49  83  634
e  50  51  564
e  50  115  634
e  51  52  935
e  51  140  634
e  52  53  92
e  52  187  353
e  52  145  634
e  53  54  65
e  53  108  913
e  53  146  353
e  54  55  913
e  55  56  275
e  55  101  353
e  55  108  65
e  56  57  228
e  56  74  353
e  57  58  297
e  57  72  353
e  58  59  38
e  58  70  353
e  59  60  924
e  59  69  353
e  60  61  353
e  61  62  617
e  61  80  947
e  61  69  924
e  62  63  378
e  62  75  947
