p   edge 599  1145
e  0  472  420
e  0  313  486
e  0  154  482
e  0  35  428
e  1  2  579
e  1  140  608
e  1  337  986
e  1  464  157
e  1  518  963
e  1  533  335
e  2  3  302
e  2  45  608
e  3  4  420
e  3  42  608
e  4  5  608
e  5  6  895
e  5  60  462
e  5  66  312
e  5  42  420
e  6  7  462
e  7  8  312
e  7  60  895
e  8  9  558
e  8  74  625
e  8  65  895
e  9  10  486
e  9  41  475
e  9  47  625
e  10  11  475
e  11  12  351
e  11  38  625
e  11  41  486
e  12  13  625
e  13  14  475
e  13  38  351
e  14  15  121
e  14  43  253
e  14  39  351
e  15  16  203
e  15  36  253
e  16  17  253
e  17  18  18
e  17  36  203
e  18  19  366
e  18  50  203
e  19  20  717
e  19  51  203
e  20  21  42
e  20  52  203
e  21  22  986
e  22  23  841
e  22  56  203
e  23  24  889
e  23  72  203
e  24  25  942
e  24  75  203
e  25  26  703
e  25  37  733
e  25  79  203
e  26  27  733
e  27  28  906
e  27  64  157
e  27  37  703
e  28  29  482
e  28  40  157
e  29  30  157
e  30  31  228
e  30  40  482
e  31  32  880
e  31  44  482
e  32  33  963
e  32  54  482
e  33  34  402
e  33  82  335
e  33  70  482
e  34  35  335
e  35  103  482
e  35  82  402
e  36  50  18
e  36  62  986
e  36  43  121
e  37  68  157
e  37  83  203
e  38  39  475
e  38  46  486
e  39  53  253
e  39  48  486
e  40  44  228
e  40  102  703
e  40  64  906
e  41  46  625
e  42  87  312
e  42  45  302
e  43  73  986
e  43  58  486
e  43  53  351
e  44  54  880
e  44  89  963
e  44  113  703
e  45  105  312
e  45  233  986
e  45  140  579
e  46  48  475
e  46  47  475
e  47  49  475
e  47  74  558
e  48  55  253
e  48  49  475
e  49  71  253
e  49  84  558
e  50  51  366
e  51  52  717
e  51  59  986
e  52  57  986
e  53  55  486
e  54  70  963
e  55  58  351
e  55  85  986
e  55  71  475
e  56  57  42
e  56  72  841
e  56  92  121
e  56  76  18
e  56  63  717
e  57  59  717
e  58  78  986
e  59  63  42
e  59  61  18
e  60  65  312
e  61  62  366
e  61  67  42
e  62  69  42
e  62  73  121
e  63  67  18
e  64  68  703
e  65  90  625
e  65  66  462
e  66  106  625
e  66  87  420
e  67  76  717
e  67  80  121
e  67  69  366
e  68  102  906
e  68  116  228
e  68  118  203
e  69  77  121
e  70  98  335
e  70  186  203
e  70  89  880
e  71  91  986
e  71  117  558
e  72  75  889
e  72  94  121
e  73  77  42
e  73  78  486
e  74  84  475
e  74  90  895
e  75  79  942
e  75  100  486
e  76  86  121
e  77  80  366
e  77  81  486
e  78  81  42
e  78  85  351
e  79  83  733
e  79  108  486
e  80  86  717
e  80  88  486
e  81  88  366
e  81  115  841
e  81  107  351
e  82  98  482
e  83  118  157
e  83  110  486
e  84  117  253
e  84  104  895
e  85  107  42
e  85  91  475
e  86  92  18
e  86  95  841
e  86  93  486
e  87  119  625
e  87  105  302
e  88  93  717
e  88  99  841
e  89  183  203
e  89  145  703
e  90  104  475
e  90  106  462
e  91  111  42
e  91  125  895
e  91  123  558
e  92  94  841
e  93  96  841
e  94  97  486
e  94  95  18
e  95  96  486
e  96  97  18
e  96  112  889
e  96  99  717
e  97  101  889
e  98  103  402
e  98  195  203
e  99  128  889
e  99  134  733
e  99  135  475
e  99  115  366
e  100  101  121
e  100  108  942
e  101  109  942
e  101  112  18
e  102  113  228
e  103  154  428
e  103  224  203
e  104  121  253
e  104  132  986
e  104  130  462
e  105  137  625
e  105  221  986
e  106  130  475
e  106  119  420
e  107  111  475
e  108  110  733
e  108  109  121
e  109  114  733
e  109  120  18
e  110  136  157
e  110  114  121
e  111  127  841
e  111  155  895
e  112  120  942
e  112  129  733
e  112  128  717
e  113  145  963
e  113  116  906
e  114  156  157
e  114  172  475
e  114  122  18
e  115  126  475
e  116  153  963
e  116  160  203
e  117  123  986
e  117  121  895
e  118  160  228
e  118  136  486
e  119  138  475
e  119  162  986
e  119  137  302
e  120  122  733
e  121  124  986
e  122  152  475
e  122  133  717
e  122  129  942
e  123  124  895
e  124  125  558
e  124  166  42
e  124  158  420
e  124  132  253
e  125  155  42
e  126  127  351
e  126  135  366
e  127  142  733
e  127  163  895
e  128  131  733
e  129  131  717
e  130  149  986
e  130  138  420
e  131  133  942
e  131  134  889
e  132  157  420
e  132  149  462
e  133  143  475
e  134  139  475
e  135  139  733
e  136  174  228
e  136  206  963
e  136  156  121
e  137  165  986
e  138  150  986
e  139  144  942
e  139  141  351
e  140  308  986
e  141  142  366
e  141  146  942
e  142  148  942
e  142  167  895
e  143  144  889
e  143  152  717
e  143  147  351
e  144  146  351
e  145  173  203
e  145  153  906
e  146  147  889
e  146  148  366
e  147  161  717
e  147  179  895
e  147  151  366
e  148  151  889
e  148  169  895
e  149  150  420
e  150  157  462
e  150  159  253
e  150  168  302
e  150  162  475
e  151  171  895
e  152  172  18
e  152  181  157
e  152  161  351
e  153  164  203
e  154  300  486
e  154  238  203
e  155  163  841
e  155  170  733
e  155  166  558
e  156  209  963
e  156  176  475
e  157  158  253
e  158  175  42
e  158  159  462
e  159  188  42
e  159  178  302
e  160  164  963
e  160  174  486
e  161  184  157
e  161  189  895
e  162  165  302
e  163  167  733
e  164  173  906
e  164  182  486
e  165  168  475
e  165  252  733
e  165  258  312
e  165  221  625
e  166  177  733
e  166  175  420
e  167  169  942
e  167  180  558
e  167  170  841
e  168  178  253
e  168  240  733
e  169  171  889
e  169  187  558
e  170  177  558
e  171  179  366
e  171  218  157
e  171  200  420
e  171  197  558
e  172  176  157
e  173  183  703
e  173  192  880
e  173  201  486
e  174  182  963
e  175  185  733
e  175  188  462
e  176  235  963
e  176  215  895
e  176  196  351
e  176  181  18
e  177  180  841
e  177  185  420
e  178  203  42
e  178  212  733
e  179  189  717
e  179  202  157
e  180  187  942
e  180  190  420
e  181  184  351
e  182  201  906
e  182  230  335
e  182  211  121
e  182  206  228
e  183  186  880
e  184  196  18
e  184  193  895
e  185  190  841
e  185  194  462
e  186  195  335
e  186  192  703
e  187  197  889
e  187  191  420
e  188  194  733
e  188  203  302
e  189  193  157
e  190  191  942
e  190  199  462
e  191  198  889
e  191  204  462
e  192  210  335
e  192  207  486
e  193  208  18
e  193  226  420
e  193  202  717
e  194  199  841
e  194  205  302
e  195  224  402
e  195  214  486
e  195  210  703
e  196  208  895
e  197  198  420
e  198  200  558
e  198  225  157
e  198  223  462
e  199  204  942
e  199  216  302
e  200  219  157
e  201  207  880
e  202  220  420
e  202  218  366
e  203  205  733
e  204  223  889
e  204  217  302
e  205  216  841
e  205  222  942
e  205  212  42
e  206  209  121
e  207  213  335
e  208  215  351
e  208  246  963
e  208  243  420
e  209  211  228
e  209  235  475
e  210  213  486
e  211  245  335
e  211  244  895
e  211  237  475
e  212  259  942
e  212  240  253
e  213  214  703
e  213  268  402
e  213  254  121
e  213  229  906
e  214  232  402
e  215  236  963
e  216  217  942
e  217  227  889
e  217  250  157
e  217  222  841
e  218  219  420
e  219  220  366
e  219  225  558
e  220  226  717
e  220  228  558
e  221  233  312
e  222  290  157
e  222  296  253
e  222  259  42
e  223  231  157
e  223  227  302
e  224  238  428
e  224  232  486
e  225  228  366
e  225  231  462
e  226  243  18
e  226  262  963
e  226  242  558
e  227  234  157
e  228  242  717
e  228  241  462
e  229  230  880
e  229  248  121
e  230  245  121
e  231  241  366
e  231  234  302
e  232  249  428
e  232  274  121
e  232  268  703
e  233  258  625
e  233  315  733
e  233  308  579
e  234  247  366
e  234  307  963
e  234  362  475
e  234  250  889
e  235  237  228
e  235  236  895
e  236  239  228
e  236  246  351
e  237  239  895
e  238  249  486
e  239  244  475
e  239  264  335
e  239  263  420
e  239  256  351
e  240  275  942
e  240  252  475
e  241  253  717
e  241  247  302
e  242  260  302
e  242  253  462
e  243  251  963
e  244  261  335
e  245  248  880
e  245  261  895
e  246  256  228
e  246  251  420
e  247  255  717
e  247  287  963
e  248  254  906
e  248  265  895
e  249  300  203
e  249  318  482
e  249  306  895
e  249  295  121
e  250  341  475
e  250  317  253
e  250  290  841
e  251  257  228
e  251  262  18
e  252  284  942
e  252  293  312
e  253  255  302
e  254  272  402
e  254  270  895
e  255  260  462
e  255  269  963
e  256  257  420
e  257  263  351
e  257  278  335
e  257  279  302
e  257  276  18
e  258  293  733
e  259  275  253
e  260  267  963
e  261  265  880
e  261  264  475
e  262  276  228
e  262  266  302
e  263  273  335
e  264  271  880
e  264  273  420
e  265  270  906
e  265  271  475
e  266  267  558
e  266  277  228
e  267  282  228
e  267  269  462
e  268  272  121
e  269  283  228
e  269  287  717
e  270  281  402
e  270  288  475
e  271  288  906
e  271  280  420
e  272  274  703
e  272  281  895
e  273  280  880
e  273  278  351
e  274  295  428
e  274  286  895
e  275  296  42
e  275  303  157
e  275  284  475
e  276  277  302
e  277  279  18
e  277  285  462
e  277  282  558
e  278  297  880
e  278  294  302
e  279  294  335
e  279  289  462
e  280  292  906
e  280  320  402
e  280  297  351
e  281  286  703
e  281  305  420
e  281  298  475
e  282  283  462
e  283  285  558
e  283  291  18
e  283  312  335
e  283  329  717
e  284  310  157
e  284  333  312
e  285  289  18
e  286  299  428
e  286  314  420
e  287  329  228
e  287  307  366
e  288  298  402
e  288  292  420
e  289  304  335
e  289  291  558
e  290  302  253
e  291  309  335
e  292  301  402
e  293  333  942
e  293  339  157
e  293  315  625
e  294  311  880
e  294  304  462
e  295  299  895
e  296  302  157
e  297  326  402
e  297  311  302
e  298  301  420
e  299  306  121
e  299  319  420
e  300  313  482
e  301  305  475
e  301  321  703
e  301  325  428
e  301  331  302
e  301  320  906
e  302  317  841
e  302  316  475
e  302  303  42
e  303  310  475
e  304  324  880
e  304  309  558
e  305  314  703
e  306  364  482
e  306  349  420
e  307  342  228
e  307  373  335
e  307  367  475
e  308  338  733
e  308  337  608
e  309  327  880
e  309  312  18
e  310  316  42
e  310  340  841
e  310  334  312
e  311  328  402
e  311  324  462
e  312  344  880
e  312  343  717
e  313  454  420
e  313  412  895
e  313  318  203
e  314  319  428
e  314  321  475
e  315  353  157
e  315  338  579
e  316  322  841
e  317  322  475
e  318  364  895
e  319  349  121
e  319  376  302
e  319  323  475
e  320  330  302
e  320  326  351
e  321  323  428
e  322  341  253
e  322  369  889
e  322  371  963
e  322  358  312
e  322  340  42
e  323  348  302
e  323  325  703
e  324  335  402
e  324  327  558
e  325  336  302
e  326  328  302
e  327  345  402
e  327  344  18
e  328  330  351
e  328  332  906
e  328  335  462
e  329  343  335
e  329  342  366
e  330  331  906
e  331  336  428
e  331  332  351
e  332  347  428
e  332  346  462
e  333  334  157
e  334  355  841
e  334  368  579
e  334  357  625
e  334  339  942
e  335  346  906
e  335  345  558
e  336  348  703
e  336  347  351
e  337  372  733
e  337  461  157
e  338  360  157
e  338  372  608
e  339  353  625
e  340  355  312
e  341  362  889
e  342  351  335
e  343  380  880
e  343  351  366
e  344  363  402
e  344  380  717
e  345  352  906
e  345  361  428
e  345  363  18
e  346  350  428
e  346  352  558
e  347  356  703
e  347  350  462
e  348  376  475
e  348  406  482
e  348  366  462
e  348  356  351
e  349  375  482
e  349  388  302
e  350  359  703
e  350  354  558
e  351  387  880
e  351  417  579
e  351  411  312
e  351  401  475
e  351  373  228
e  352  354  428
e  353  357  942
e  353  360  579
e  354  374  703
