p   edge 664  1254
e  0  649  83
e  0  103  447
e  0  49  158
e  1  2  489
e  2  3  585
e  2  157  388
e  2  607  407
e  3  4  935
e  3  58  388
e  4  5  48
e  4  50  388
e  5  6  388
e  6  7  694
e  6  57  341
e  6  50  48
e  7  8  113
e  7  55  341
e  8  9  929
e  8  52  341
e  9  10  341
e  10  11  105
e  10  72  331
e  10  52  929
e  11  12  520
e  11  61  331
e  12  13  331
e  13  14  752
e  13  67  407
e  13  61  520
e  14  15  83
e  14  56  266
e  14  66  407
e  15  16  266
e  16  17  341
e  16  53  407
e  16  56  83
e  17  18  100
e  17  51  407
e  18  19  407
e  19  20  451
e  19  51  100
e  20  21  687
e  20  60  100
e  21  22  634
e  21  90  448
e  21  136  223
e  21  106  83
e  21  74  100
e  22  23  448
e  23  24  2
e  23  107  223
e  23  90  634
e  24  25  803
e  24  64  223
e  25  26  223
e  26  27  209
e  26  64  803
e  27  28  44
e  27  146  803
e  28  29  700
e  28  70  682
e  28  133  357
e  28  156  803
e  29  30  682
e  30  31  242
e  30  108  30
e  30  70  700
e  31  32  30
e  32  33  649
e  32  91  357
e  32  108  242
e  33  34  990
e  33  78  357
e  34  35  357
e  35  36  514
e  35  79  285
e  35  147  337
e  35  127  700
e  35  78  990
e  36  37  285
e  37  38  337
e  37  79  514
e  38  39  95
e  38  100  514
e  39  40  25
e  39  109  461
e  39  148  514
e  40  41  607
e  40  63  461
e  41  42  461
e  42  43  567
e  42  73  946
e  42  63  607
e  43  44  946
e  44  45  653
e  44  83  448
e  44  73  567
e  45  46  447
e  45  54  448
e  46  47  448
e  47  48  701
e  47  54  447
e  48  49  227
e  48  71  447
e  49  84  447
e  50  65  341
e  50  58  935
e  51  60  451
e  51  53  341
e  52  75  331
e  52  55  113
e  53  62  451
e  53  59  83
e  54  71  701
e  54  83  653
e  55  76  331
e  55  57  694
e  56  59  407
e  57  85  331
e  57  65  48
e  58  93  341
e  58  201  407
e  58  157  585
e  59  69  451
e  59  68  752
e  59  66  266
e  60  74  687
e  60  62  341
e  61  80  407
e  61  81  929
e  61  72  105
e  62  77  687
e  62  69  83
e  63  95  946
e  63  109  25
e  64  146  209
e  64  178  83
e  64  107  2
e  65  88  331
e  65  132  407
e  65  93  935
e  66  67  752
e  67  68  266
e  67  94  929
e  67  80  520
e  68  102  451
e  68  96  929
e  69  82  687
e  69  118  929
e  69  102  752
e  70  111  30
e  70  126  357
e  71  84  227
e  71  110  653
e  72  75  929
e  73  120  448
e  73  95  607
e  74  89  83
e  74  77  341
e  75  81  105
e  75  87  407
e  75  76  113
e  76  92  407
e  76  85  694
e  77  82  83
e  78  119  700
e  78  91  649
e  79  100  337
e  80  86  929
e  81  86  407
e  82  89  341
e  82  158  223
e  82  140  929
e  83  110  701
e  83  120  567
e  84  103  158
e  84  154  567
e  84  141  653
e  85  88  48
e  86  94  520
e  86  99  266
e  86  87  105
e  87  101  266
e  87  92  113
e  88  98  407
e  89  106  100
e  89  152  223
e  90  122  223
e  91  117  700
e  91  113  242
e  92  104  266
e  92  97  48
e  93  135  407
e  94  96  266
e  95  138  448
e  95  149  25
e  96  112  451
e  96  105  105
e  96  99  520
e  97  98  694
e  97  115  266
e  98  121  266
e  98  137  935
e  98  132  331
e  99  101  105
e  100  148  95
e  100  163  700
e  100  147  285
e  101  105  520
e  101  104  113
e  102  112  929
e  103  645  83
e  103  620  700
e  103  173  567
e  104  116  520
e  104  115  48
e  105  116  113
e  106  142  223
e  107  122  634
e  108  113  357
e  108  111  700
e  109  149  946
e  109  166  514
e  110  141  227
e  110  128  567
e  111  114  357
e  112  118  752
e  112  124  113
e  113  114  700
e  114  117  242
e  114  123  649
e  114  134  682
e  114  126  30
e  115  131  451
e  115  121  694
e  116  125  451
e  117  119  649
e  118  140  687
e  118  144  113
e  119  127  990
e  119  123  242
e  120  128  701
e  120  138  607
e  121  139  451
e  121  245  935
