p   edge 237  438
e  0  192  425
e  0  97  547
e  0  30  53
e  1  2  653
e  1  77  26
e  2  3  671
e  2  34  583
e  2  49  553
e  2  67  26
e  3  4  425
e  3  31  583
e  4  5  583
e  5  6  553
e  5  31  425
e  6  7  768
e  6  40  26
e  6  35  425
e  7  8  923
e  7  38  26
e  8  9  26
e  9  10  980
e  9  52  425
e  9  44  768
e  9  38  923
e  10  11  905
e  10  55  425
e  11  12  689
e  11  42  104
e  11  59  425
e  12  13  485
e  12  37  104
e  13  14  484
e  13  32  104
e  14  15  104
e  15  16  300
e  15  46  485
e  15  32  484
e  16  17  790
e  16  57  287
e  16  50  485
e  17  18  126
e  17  33  287
e  18  19  287
e  19  20  423
e  19  33  126
e  20  21  271
e  20  51  126
e  21  22  32
e  21  92  594
e  21  54  126
e  22  23  445
e  22  41  594
e  23  24  662
e  23  36  594
e  24  25  594
e  25  26  363
e  25  36  662
e  26  27  695
e  26  88  135
e  26  147  53
e  26  43  662
e  27  28  135
e  28  29  690
e  28  122  53
e  28  88  695
e  29  30  547
e  29  97  53
e  31  35  553
e  31  34  671
e  32  37  485
e  33  51  423
e  33  65  485
e  33  57  790
e  34  39  553
e  35  45  26
e  35  39  671
e  36  43  363
e  36  41  445
e  37  46  484
e  37  56  300
e  37  75  287
e  37  42  689
e  38  40  768
e  39  48  26
e  39  49  583
e  40  44  923
e  40  45  425
e  41  58  363
e  41  121  485
e  41  92  32
e  42  63  425
e  43  152  53
e  43  139  425
e  43  135  485
e  43  58  445
e  44  47  425
e  45  47  923
e  45  48  671
e  46  50  300
e  47  52  768
e  47  61  980
e  47  68  905
e  47  53  671
e  48  53  923
e  48  108  104
e  48  60  583
e  49  60  26
e  50  64  287
e  50  56  484
e  51  54  271
e  51  71  485
e  52  55  980
e  53  69  905
e  53  83  104
e  54  111  594
e  54  74  485
e  55  59  905
e  55  61  768
e  56  72  287
e  57  64  485
e  58  123  485
e  59  63  104
e  59  62  768
e  60  115  104
e  60  101  653
e  60  67  553
e  61  62  905
e  62  66  104
e  62  70  671
e  62  68  980
e  63  85  287
e  63  66  768
e  64  65  790
e  64  72  484
e  65  71  423
e  65  76  484
e  66  99  287
e  66  73  671
e  67  77  653
e  68  69  671
e  69  70  980
e  69  78  104
e  70  73  104
e  71  74  271
e  71  79  484
e  72  76  790
e  72  75  300
e  73  102  287
e  73  109  423
e  73  118  271
e  73  78  980
e  74  112  594
e  74  106  425
e  74  81  484
e  75  80  790
e  75  86  423
e  75  84  425
e  76  79  423
e  76  80  300
e  77  101  553
e  77  162  104
e  77  206  271
e  78  142  271
e  78  143  583
e  78  117  923
e  78  83  905
e  79  81  271
e  79  82  300
e  80  82  423
e  81  98  425
e  81  87  300
e  82  87  271
e  82  90  425
e  82  86  790
e  83  108  923
e  84  85  689
e  84  89  423
e  85  93  423
e  85  99  768
e  86  89  425
e  87  91  425
e  88  136  53
e  89  90  790
e  89  94  271
e  89  93  689
e  90  91  271
e  91  98  300
e  91  119  671
e  91  96  689
e  91  94  790
e  92  114  485
e  92  111  126
e  93  95  271
e  93  100  768
e  94  95  689
e  95  96  790
e  95  103  768
e  96  107  768
e  97  169  425
e  97  122  690
e  98  106  484
e  98  124  594
e  98  127  671
e  99  100  423
e  99  102  671
e  100  103  271
e  100  104  671
e  101  141  104
e  102  104  423
e  103  107  790
e  103  105  671
e  104  105  271
e  104  109  287
e  105  110  790
e  105  171  583
e  105  113  287
e  106  116  594
e  107  110  671
e  108  117  905
e  108  115  583
e  109  113  271
e  110  120  689
e  110  140  594
e  110  204  583
e  111  112  485
e  112  114  126
e  112  116  425
e  113  164  583
e  113  144  980
e  113  118  423
e  114  121  32
e  114  125  425
e  115  130  905
e  115  163  271
e  115  141  653
e  116  125  126
e  116  132  363
e  116  124  484
e  117  130  583
e  118  142  980
e  119  120  768
e  119  127  300
e  120  129  300
e  120  138  594
e  121  123  363
e  121  126  425
e  122  161  425
e  122  136  695
e  123  135  445
e  123  128  425
e  124  149  363
e  124  133  671
e  125  126  32
e  126  128  363
e  127  133  594
e  127  129  768
e  128  137  445
e  128  131  126
e  129  134  594
e  130  143  923
e  130  146  271
e  131  132  32
e  131  158  445
e  131  160  671
e  132  157  671
e  132  149  484
e  133  151  363
e  133  134  768
e  134  156  363
e  134  165  689
e  134  138  300
e  135  137  425
e  136  155  425
e  136  147  135
e  137  139  485
e  137  159  53
e  137  184  671
e  137  158  126
e  138  140  689
e  139  153  53
e  140  165  300
e  140  182  363
e  140  210  583
e  141  174  271
e  141  162  553
e  142  144  423
e  142  145  583
e  143  145  271
e  144  148  583
e  145  148  423
e  145  146  923
e  146  150  423
e  146  163  905
e  147  154  425
e  147  152  662
e  148  164  980
e  148  175  287
e  148  150  923
e  149  151  671
