p   edge 186  338
e  0  30  564
e  1  2  464
e  1  181  601
e  2  3  730
e  2  70  342
e  2  178  601
e  3  4  690
e  3  35  857
e  3  44  342
e  4  5  857
e  5  6  342
e  5  35  690
e  6  7  594
e  6  48  63
e  6  41  690
e  7  8  872
e  7  47  63
e  8  9  305
e  8  43  63
e  9  10  284
e  9  32  63
e  10  11  63
e  11  12  617
e  11  54  339
e  11  32  284
e  12  13  757
e  12  39  529
e  12  42  339
e  13  14  68
e  13  34  529
e  14  15  529
e  15  16  339
e  15  34  68
e  16  17  567
e  16  38  68
e  17  18  690
e  17  45  601
e  17  46  68
e  18  19  968
e  18  37  601
e  19  20  320
e  19  33  601
e  20  21  601
e  21  22  677
e  21  68  710
e  21  33  320
e  22  23  660
e  22  66  710
e  23  24  438
e  23  52  710
e  24  25  625
e  24  36  710
e  25  26  710
e  26  27  660
e  26  31  74
e  26  36  625
e  27  28  74
e  28  29  284
e  28  31  660
e  29  30  870
e  29  57  660
e  30  109  660
e  31  57  284
e  31  141  617
e  31  50  625
e  32  69  339
e  32  61  690
e  32  49  872
e  32  43  305
e  33  85  710
e  33  75  68
e  33  37  968
e  34  38  339
e  34  39  757
e  35  41  342
e  36  50  74
e  36  52  438
e  37  65  68
e  37  45  690
e  38  46  567
e  38  40  757
e  39  40  339
e  40  55  567
e  40  59  617
e  40  42  529
e  41  53  63
e  41  44  857
e  42  54  617
e  43  47  872
e  44  71  63
e  44  70  730
e  45  60  68
e  46  60  601
e  46  55  757
e  47  49  305
e  47  48  594
e  48  51  305
e  48  53  690
e  49  58  690
e  49  51  594
e  50  131  617
e  50  64  438
e  51  56  690
e  52  64  74
e  52  66  660
e  53  56  305
e  53  71  857
e  54  59  529
e  54  69  284
e  55  63  601
e  55  62  617
e  56  58  594
e  56  107  339
e  56  119  601
e  56  98  857
e  57  109  870
e  57  169  617
e  58  61  872
e  58  101  339
e  59  62  567
e  59  78  601
e  59  80  284
e  60  65  690
e  60  63  757
e  61  82  339
e  62  67  601
e  63  76  690
e  63  67  617
e  64  130  617
e  64  74  677
e  64  72  660
e  65  75  968
e  65  79  617
e  65  76  757
e  66  72  74
e  66  68  677
e  67  77  690
e  67  83  284
e  67  78  567
e  68  73  74
e  68  89  68
e  68  85  320
e  69  80  529
e  69  84  601
e  69  82  690
e  70  106  63
e  70  175  601
e  71  98  305
e  71  138  601
e  71  106  730
e  72  73  677
e  73  74  660
e  73  90  68
e  74  127  617
e  74  123  68
e  75  87  710
e  75  95  74
e  75  88  617
e  76  77  617
e  77  79  757
e  77  99  968
e  77  103  74
e  77  104  284
e  78  81  284
e  79  88  968
e  80  81  601
e  81  83  567
e  81  84  529
e  82  86  601
e  82  101  872
e  83  104  690
e  83  94  690
e  83  92  529
e  84  92  567
e  84  86  690
e  85  87  68
e  86  93  567
e  86  110  872
e  87  89  320
e  87  91  74
e  88  96  74
e  88  99  757
e  89  90  74
e  90  123  660
e  90  102  617
e  90  91  320
e  91  97  617
e  91  95  710
e  92  93  690
e  93  94  529
e  93  132  74
e  93  121  872
e  94  111  690
e  94  118  74
e  95  96  617
e  96  97  710
e  96  100  757
e  97  102  320
e  97  105  757
e  98  122  601
e  99  100  74
e  100  105  710
e  100  103  968
e  101  110  601
e  101  107  594
e  102  125  660
e  102  142  690
e  102  124  757
e  103  108  710
e  103  112  284
e  104  112  74
e  104  111  690
e  105  124  320
e  105  117  284
e  105  108  968
e  106  150  601
e  107  113  601
e  108  114  284
e  109  183  617
e  110  121  567
e  110  113  594
e  111  115  74
e  112  114  710
e  112  115  690
e  113  128  567
e  113  145  74
e  113  126  857
e  113  119  339
e  114  117  968
e  114  116  690
e  115  116  710
e  115  118  690
e  116  120  968
e  116  154  872
e  116  129  690
e  117  120  690
e  118  129  710
e  118  140  872
e  118  132  529
e  119  122  857
e  120  135  320
e  120  177  872
e  121  133  74
e  121  128  594
e  122  126  339
e  122  138  305
e  123  125  617
e  124  134  690
e  125  127  68
e  125  137  438
e  125  156  690
e  126  151  74
e  126  152  305
e  127  130  677
e  128  139  74
e  129  144  872
e  130  131  438
e  131  141  625
e  131  136  68
e  132  133  872
e  133  140  529
e  133  139  594
e  134  135  284
e  134  142  757
e  135  146  757
e  135  172  660
e  136  137  677
e  136  143  625
e  137  155  625
e  137  157  690
e  138  152  339
e  138  150  730
e  139  147  529
e  139  149  710
e  139  153  857
e  139  145  567
e  140  144  710
e  140  147  594
e  141  169  284
e  141  143  68
e  142  156  660
e  142  146  284
e  143  180  284
e  143  162  690
e  143  155  677
e  144  154  690
e  144  148  594
e  145  151  857
e  146  161  660
e  147  148  710
e  148  158  690
e  148  173  857
e  148  149  529
e  149  159  857
e  150  164  339
e  150  168  74
e  150  175  63
e  151  153  567
e  151  170  710
e  151  163  305
e  152  163  74
e  152  164  730
e  153  159  710
e  154  177  968
e  154  158  594
e  155  160  690
e  156  157  438
e  156  161  284
e  157  160  625
e  157  165  284
e  158  179  857
e  159  173  529
e  159  170  567
e  160  162  677
e  160  167  284
e  161  165  438
e  161  172  757
e  162  185  284
e  162  171  284
e  163  182  710
e  163  166  730
e  164  166  74
e  165  167  625
e  165  174  757
e  166  184  710
e  166  168  339
e  167  171  677
e  167  176  757
e  169  183  870
e  169  180  68
e  170  182  305
e  172  174  438
e  173  179  690
e  174  176  625
e  175  178  342
e  178  181  464
e  180  185  690
e  182  184  730
