p   edge 93  163
e  0  38  403
e  0  23  140
e  0  20  67
e  1  2  485
e  1  36  391
e  2  3  391
e  3  4  27
e  3  22  585
e  3  46  249
e  3  61  343
e  3  36  485
e  4  5  585
e  5  6  299
e  5  30  249
e  5  22  27
e  6  7  364
e  6  24  249
e  7  8  249
e  8  9  980
e  8  26  343
e  8  24  364
e  9  10  947
e  9  21  343
e  10  11  343
e  11  12  723
e  11  25  154
e  11  28  980
e  11  21  947
e  12  13  154
e  13  14  95
e  13  33  980
e  13  25  723
e  14  15  303
e  14  50  240
e  14  63  611
e  14  66  67
e  14  59  364
e  14  45  980
e  15  16  47
e  16  17  240
e  17  18  611
e  17  49  303
e  18  19  403
e  18  27  67
e  18  55  303
e  19  20  140
e  19  23  67
e  21  26  980
e  22  35  249
e  23  27  403
e  24  31  343
e  24  30  299
e  25  29  980
e  26  28  947
e  26  32  154
e  26  31  364
e  27  38  140
e  27  82  364
e  27  60  303
e  28  29  154
e  29  33  723
e  29  37  364
e  29  32  947
e  30  39  343
e  30  35  27
e  31  34  154
e  31  39  299
e  32  34  364
e  33  45  95
e  33  42  364
e  34  37  947
e  34  41  299
e  35  40  343
e  35  46  585
e  36  85  343
e  37  42  723
e  37  44  299
e  38  91  364
e  39  41  154
e  39  40  27
e  40  43  154
e  40  51  585
e  41  44  947
e  41  43  27
e  42  48  95
e  42  52  299
e  43  47  947
e  43  54  585
e  44  52  723
e  44  47  27
e  45  48  364
e  46  51  343
e  47  53  723
e  47  67  585
e  48  59  980
e  48  62  27
e  48  56  299
e  49  50  47
e  49  55  611
e  50  57  611
e  51  54  154
e  51  61  249
e  52  56  95
e  52  53  27
e  53  58  95
e  53  81  585
e  54  67  947
e  54  68  249
e  55  60  67
e  55  57  47
e  56  58  27
e  57  64  67
e  57  63  240
e  58  62  299
e  58  76  67
e  59  69  67
e  59  71  27
e  60  77  364
e  60  64  47
e  61  68  154
e  61  85  485
e  62  71  980
e  62  74  67
e  63  65  67
e  64  72  364
e  64  65  240
e  65  70  364
e  65  66  611
e  66  69  364
e  67  81  723
e  68  87  485
e  69  70  611
e  69  73  27
e  70  72  240
e  70  75  27
e  71  73  67
e  72  77  47
e  72  78  27
e  73  75  611
e  73  74  980
e  74  79  611
e  74  76  299
e  75  78  240
e  75  84  299
e  75  79  980
e  76  80  611
e  77  82  303
e  77  83  27
e  78  83  47
e  78  86  299
e  79  80  299
e  80  84  980
e  80  89  240
e  82  91  140
e  82  88  27
e  83  88  303
e  83  90  299
e  84  86  240
e  85  87  154
e  86  90  47
e  86  89  980
e  88  92  140
e  91  92  27
