p   edge 70  123
e  0  15  784
e  1  2  115
e  1  23  647
e  1  34  724
e  1  68  985
e  2  3  647
e  3  4  838
e  3  20  231
e  3  23  115
e  4  5  955
e  4  18  231
e  5  6  231
e  6  7  724
e  6  18  955
e  7  8  937
e  7  25  42
e  7  31  985
e  7  24  955
e  8  9  42
e  9  10  878
e  9  17  985
e  9  25  937
e  10  11  985
e  11  12  953
e  11  17  878
e  12  13  705
e  12  16  879
e  12  19  878
e  13  14  879
e  14  15  456
e  14  16  705
e  15  22  705
e  16  22  456
e  16  59  838
e  16  52  937
e  16  21  878
e  17  19  953
e  17  27  937
e  18  24  724
e  18  20  838
e  19  21  879
e  19  32  937
e  20  26  724
e  20  28  115
e  21  33  937
e  23  28  231
e  23  30  724
e  24  35  985
e  24  26  838
e  25  27  985
e  26  36  985
e  26  29  115
e  27  32  953
e  27  31  42
e  28  29  724
e  29  43  985
e  29  30  231
e  30  49  985
e  30  34  647
e  31  38  953
e  31  37  838
e  31  35  955
e  32  33  879
e  32  41  838
e  32  38  42
e  33  52  878
e  33  44  838
e  34  51  985
e  35  36  838
e  36  37  955
e  36  40  953
e  36  43  115
e  37  39  953
e  38  39  838
e  39  41  42
e  39  40  955
e  40  42  42
e  40  46  115
e  41  44  879
e  41  42  955
e  42  45  879
e  42  47  115
e  43  46  953
e  43  49  231
e  44  55  878
e  44  45  955
e  45  56  878
e  45  48  115
e  46  47  42
e  46  50  879
e  46  53  231
e  47  48  879
e  48  61  878
e  48  65  647
e  48  60  231
e  48  50  42
e  49  53  953
e  49  51  647
e  50  57  231
e  51  54  953
e  51  68  724
e  52  55  838
e  53  57  879
e  53  54  647
e  54  58  879
e  55  59  937
e  55  56  955
e  56  62  937
e  56  61  115
e  57  60  42
e  57  58  647
e  58  63  42
e  59  66  115
e  59  62  955
e  60  63  647
e  61  64  937
e  61  67  647
e  62  64  115
e  63  65  231
e  63  69  878
e  64  66  955
e  65  67  878
e  67  69  231
