p   edge 1462  2768
e  0  1066  572
e  0  268  346
e  0  83  811
e  1  2  267
e  1  282  897
e  2  3  423
e  2  120  615
e  2  212  897
e  3  4  615
e  4  5  956
e  4  89  897
e  4  120  423
e  5  6  529
e  5  85  897
e  6  7  355
e  6  84  897
e  7  8  897
e  8  9  132
e  8  84  355
e  9  10  536
e  9  95  355
e  10  11  176
e  10  123  810
e  10  96  355
e  11  12  762
e  11  116  810
e  12  13  457
e  12  112  810
e  13  14  329
e  13  90  810
e  14  15  440
e  14  86  810
e  15  16  810
e  16  17  961
e  16  86  440
e  17  18  560
e  17  88  440
e  18  19  926
e  18  91  556
e  18  94  440
e  19  20  556
e  20  21  671
e  20  91  926
e  21  22  93
e  21  137  926
e  22  23  386
e  22  193  926
e  23  24  649
e  23  197  926
e  24  25  166
e  24  209  484
e  24  256  926
e  25  26  347
e  25  181  484
e  26  27  564
e  26  154  484
e  27  28  484
e  28  29  434
e  28  173  408
e  28  243  347
e  28  154  564
e  29  30  408
e  30  31  861
e  30  155  289
e  30  173  434
e  31  32  355
e  31  145  289
e  32  33  454
e  32  87  289
e  33  34  289
e  34  35  999
e  34  113  363
e  34  87  454
e  35  36  363
e  36  37  890
e  36  182  454
e  36  113  999
e  37  38  632
e  37  169  204
e  37  227  454
e  38  39  264
e  38  138  204
e  39  40  204
e  40  41  232
e  40  138  264
e  41  42  821
e  41  214  668
e  41  228  536
e  41  166  264
e  42  43  668
e  43  44  547
e  43  215  536
e  43  214  821
e  44  45  808
e  44  146  536
e  45  46  382
e  45  129  536
e  46  47  536
e  47  48  520
e  47  129  382
e  48  49  449
e  48  144  732
e  48  133  382
e  49  50  777
e  49  114  732
e  50  51  476
e  50  107  732
e  51  52  196
e  51  93  732
e  52  53  732
e  53  54  190
e  53  93  196
e  54  55  738
e  54  108  693
e  54  150  196
e  55  56  618
e  55  104  693
e  56  57  693
e  57  58  1000
e  57  104  618
e  58  59  163
e  58  110  618
e  59  60  799
e  59  130  618
e  60  61  449
e  60  142  266
e  60  162  618
e  61  62  617
e  61  99  266
e  62  63  266
e  63  64  109
e  63  99  617
e  64  65  373
e  64  134  617
e  65  66  308
e  65  109  307
e  65  174  617
e  66  67  307
e  67  68  915
e  67  109  308
e  68  69  141
e  68  171  176
e  68  296  308
e  69  70  176
e  70  71  206
e  70  171  141
e  71  72  127
e  71  219  671
e  71  297  955
e  71  201  141
e  72  73  9
e  72  118  671
e  73  74  671
e  74  75  299
e  74  119  734
e  74  118  9
e  75  76  572
e  75  101  734
e  76  77  734
e  77  78  325
e  77  101  572
e  78  79  109
e  78  131  955
e  78  105  572
e  79  80  346
e  79  111  955
e  80  81  737
e  80  102  955
e  81  82  955
