p   edge 1193  2283
e  0  1135  397
e  0  626  485
e  0  254  346
e  0  50  156
e  1  2  503
e  1  603  72
e  1  630  639
e  1  1111  156
e  2  3  397
e  2  126  203
e  2  216  72
e  3  4  216
e  3  68  203
e  4  5  485
e  4  54  203
e  5  6  203
e  6  7  303
e  6  54  485
e  7  8  111
e  7  84  357
e  7  92  72
e  7  70  485
e  8  9  357
e  9  10  643
e  9  78  72
e  9  84  111
e  10  11  126
e  10  74  72
e  11  12  603
e  11  72  72
e  12  13  242
e  12  56  72
e  13  14  72
e  14  15  136
e  14  56  242
e  15  16  967
e  15  63  242
e  16  17  751
e  16  111  968
e  16  99  126
e  16  82  242
e  17  18  968
e  18  19  637
e  18  111  751
e  19  20  639
e  19  69  617
e  19  173  551
e  19  167  126
e  19  127  751
e  20  21  617
e  21  22  670
e  21  57  551
e  21  69  639
e  22  23  551
e  23  24  485
e  23  57  670
e  24  25  494
e  24  59  670
e  25  26  534
e  25  76  670
e  26  27  372
e  26  58  682
e  26  114  670
e  27  28  682
e  28  29  295
e  28  66  162
e  28  58  372
e  29  30  551
e  29  51  162
e  30  31  162
e  31  32  721
e  31  51  551
e  32  33  56
e  32  55  350
e  32  52  551
e  33  34  779
e  33  53  350
e  34  35  350
e  35  36  195
e  35  53  779
e  36  37  373
e  36  60  779
e  37  38  502
e  37  62  779
e  38  39  227
e  38  61  747
e  38  71  779
e  39  40  747
e  40  41  543
e  40  158  639
e  40  101  779
e  40  61  227
e  41  42  269
e  41  132  47
e  41  134  639
e  42  43  47
e  43  44  535
e  43  97  639
e  43  132  269
e  44  45  346
e  44  96  639
e  45  46  135
e  45  90  639
e  46  47  452
e  46  85  639
e  47  48  639
e  48  49  78
e  48  104  346
e  48  85  452
e  49  50  797
e  49  143  346
e  50  240  346
e  51  52  721
e  51  66  295
e  52  103  350
e  52  67  295
e  53  60  195
e  53  55  56
e  54  70  303
e  54  140  72
e  54  68  216
e  55  64  195
e  55  100  747
e  55  103  551
e  56  63  136
e  56  75  126
e  56  72  603
e  57  59  485
e  57  88  639
e  58  110  162
e  58  115  670
e  59  76  494
e  59  136  682
e  59  93  639
e  60  62  373
e  60  64  56
e  61  77  779
e  62  71  502
e  62  65  56
e  63  82  967
e  63  79  126
e  64  65  373
e  64  95  747
e  65  73  502
e  66  67  721
e  66  110  372
e  67  116  350
e  67  160  747
e  67  119  372
e  68  146  72
e  68  126  397
e  69  88  551
e  70  121  72
e  71  77  747
e  71  73  56
e  72  74  126
e  73  80  747
e  74  75  603
e  74  78  643
e  75  79  136
e  75  81  643
e  76  114  534
e  76  118  682
e  77  101  227
e  77  80  56
e  78  81  603
e  78  86  136
e  78  89  111
e  79  87  967
e  79  83  643
e  80  112  227
e  80  131  551
e  80  94  373
e  81  83  136
e  82  87  126
e  83  91  967
e  83  105  111
e  83  86  603
e  84  89  72
e  85  102  346
e  85  90  135
e  86  98  111
e  87  99  242
e  87  91  643
e  88  93  485
e  88  188  126
e  88  173  617
e  89  98  136
e  89  92  357
e  90  96  346
e  91  117  242
e  91  113  111
e  92  109  136
e  92  121  485
e  93  141  682
e  94  95  502
e  94  128  551
e  94  106  195
e  95  100  195
e  96  102  135
e  96  97  535
e  97  108  452
e  97  133  269
e  98  105  603
e  98  109  357
e  99  144  968
e  99  117  643
e  100  106  502
e  100  120  551
e  101  164  639
e  101  112  56
e  102  104  452
e  103  120  747
e  103  116  295
e  104  143  78
e  104  107  535
e  105  113  967
e  106  122  551
e  107  108  135
e  107  151  78
e  107  156  269
e  108  145  269
e  109  124  967
e  109  129  485
e  110  119  721
e  110  150  670
e  111  127  637
e  111  144  126
e  112  168  639
e  112  175  551
e  113  155  242
e  113  147  485
e  113  123  357
e  114  115  682
e  115  150  162
e  115  159  639
e  115  142  494
e  115  118  534
e  116  125  747
e  117  152  968
e  117  155  111
e  118  136  494
e  119  170  747
e  119  153  670
e  120  122  502
e  120  125  295
e  121  129  136
e  121  140  303
e  122  128  195
e  122  130  295
e  123  124  603
e  123  138  485
e  124  135  485
e  125  130  502
e  125  174  372
e  125  160  350
e  126  166  72
e  127  148  126
e  128  131  373
e  128  137  295
e  129  135  967
e  129  154  303
e  130  137  195
e  130  236  670
e  130  203  372
e  131  175  227
e  131  139  295
e  132  133  639
e  133  145  452
e  133  134  47
e  134  161  452
e  134  158  543
e  135  138  603
e  135  163  303
e  136  142  534
e  136  141  639
e  137  139  373
e  137  253  670
e  138  147  357
e  138  210  637
e  138  229  216
e  138  194  303
e  139  179  227
e  139  202  639
e  140  154  136
e  140  146  216
e  141  149  534
e  141  199  126
e  142  149  639
e  143  240  797
e  143  151  535
e  144  148  637
e  144  152  643
e  145  156  135
e  145  161  47
e  146  162  136
e  146  166  397
e  147  178  637
e  148  167  751
e  148  157  643
e  149  159  494
e  149  189  162
e  149  211  126
e  150  153  721
e  150  176  639
e  151  246  797
e  151  193  269
e  152  157  637
e  152  169  111
e  153  183  747
e  153  192  639
e  154  163  967
e  154  162  216
e  155  169  968
e  155  172  637
e  156  193  78
e  156  217  779
e  156  207  47
e  157  195  751
e  157  213  551
e  157  171  111
e  158  184  452
e  158  164  779
e  159  176  162
e  160  170  372
e  161  207  135
e  161  190  779
e  161  184  543
e  162  165  967
e  162  182  397
e  163  194  603
e  163  165  216
e  164  187  452
e  164  168  56
e  165  198  603
e  165  185  397
e  166  182  136
e  166  227  967
e  166  216  203
e  167  186  551
e  167  195  643
e  168  201  452
e  168  191  551
e  169  171  637
e  170  174  350
e  170  183  670
e  171  221  551
e  171  180  485
e  171  172  968
e  172  177  485
e  173  186  126
e  174  203  502
e  174  196  670
e  175  191  639
e  175  179  295
e  176  192  721
e  176  189  494
e  177  178  242
e  177  180  968
e  178  181  968
e  178  210  357
e  179  197  639
e  180  223  551
e  180  230  682
e  180  181  242
e  181  266  682
e  181  219  357
e  182  185  967
e  183  196  350
e  183  218  639
e  184  187  779
e  185  228  603
e  185  333  637
e  185  286  203
e  185  227  136
e  186  188  617
e  186  204  643
e  187  190  543
e  187  201  56
e  188  200  682
e  188  205  643
e  189  206  721
e  189  235  126
e  190  212  135
e  191  222  452
e  191  197  295
e  192  218  747
e  192  206  494
e  193  294  797
e  193  258  779
e  194  198  216
e  195  204  551
e  196  209  502
e  196  244  639
e  197  224  452
e  197  202  227
e  198  229  303
e  198  250  637
e  198  228  397
e  199  200  485
e  199  211  534
e  199  215  643
e  200  208  643
e  201  239  135
e  201  237  295
e  201  222  551
e  202  291  452
e  202  261  670
e  203  209  670
e  204  205  617
e  204  214  682
e  204  213  751
e  205  208  682
e  206  243  747
e  206  245  126
e  207  212  779
e  208  215  485
e  208  231  485
e  208  214  617
e  209  236  372
e  209  268  195
e  209  278  639
e  209  267  639
e  210  219  968
e  210  247  216
e  211  235  162
e  211  234  643
e  212  217  47
e  212  238  56
e  213  220  682
e  213  221  111
e  214  220  751
e  215  234  534
e  215  241  485
e  216  280  967
e  216  613  639
e  216  603  503
e  217  258  78
e  217  248  56
e  218  244  350
e  218  277  126
e  218  243  494
e  219  287  682
e  219  257  216
e  220  225  111
e  221  225  682
e  221  223  485
e  222  224  295
e  223  226  682
e  224  237  551
e  224  269  135
e  224  354  670
e  224  291  227
e  225  226  485
e  226  233  617
e  226  288  242
e  226  230  551
e  227  280  203
e  228  272  637
e  229  247  637
e  230  266  242
e  231  232  111
e  231  241  485
e  232  233  751
e  232  242  485
e  233  252  485
e  233  308  534
e  233  318  242
e  234  251  162
e  234  249  485
e  235  245  721
e  235  251  643
e  236  253  195
e  237  264  135
e  238  239  543
e  238  248  47
e  239  270  47
e  239  264  295
e  240  254  156
e  240  246  535
e  241  249  534
e  241  242  111
e  242  255  534
e  242  252  751
e  243  256  126
e  244  267  502
e  244  279  126
e  245  256  747
e  245  265  643
e  246  263  156
e  246  294  269
e  247  257  968
e  247  250  303
e  248  283  78
e  248  297  295
e  248  270  543
e  249  260  162
e  249  255  111
e  250  259  968
e  250  272  397
e  251  265  721
e  251  260  485
e  252  273  534
e  253  262  639
e  253  268  372
e  254  625  485
e  254  543  269
e  254  263  535
e  255  271  162
e  255  273  751
e  256  277  494
e  256  282  350
e  256  275  643
e  257  302  682
e  257  259  303
e  258  382  156
e  258  380  295
e  258  283  56
e  259  307  682
e  259  284  397
e  260  276  721
e  260  271  111
e  261  262  373
e  261  322  452
e  261  290  372
e  262  274  372
e  263  303  269
e  264  292  47
e  264  269  551
e  265  275  747
e  265  276  485
e  266  288  551
e  266  287  357
e  267  304  639
e  267  295  126
e  268  274  639
e  269  296  47
e  269  330  78
e  269  387  670
e  270  292  295
e  271  285  721
e  271  299  747
e  271  293  751
e  272  284  968
e  272  401  682
e  272  333  603
e  273  293  162
e  273  324  242
e  273  308  485
e  274  290  373
e  274  344  126
e  274  332  639
e  274  278  195
e  275  298  350
e  275  281  485
e  276  281  747
e  276  285  111
e  277  279  350
e  278  304  639
e  279  295  502
e  279  282  494
e  280  286  136
e  280  583  747
e  280  598  639
e  281  301  350
e  281  289  111
e  282  298  643
e  283  300  295
e  284  312  682
e  285  289  747
e  286  453  637
e  286  486  682
e  286  553  747
e  287  313  551
e  287  302  216
e  288  318  617
e  288  323  534
e  288  313  357
e  289  314  350
e  289  321  751
e  289  299  721
e  290  360  452
e  290  347  126
e  291  322  670
e  292  297  543
e  292  305  78
e  292  296  551
e  293  310  747
e  293  327  242
e  294  303  156
e  295  311  639
e  295  325  485
e  295  315  643
e  296  306  78
e  297  300  78
e  298  316  502
e  298  301  485
e  299  310  751
e  300  380  56
e  300  398  156
e  300  309  551
e  300  305  543
e  301  317  502
e  301  314  111
e  302  326  551
e  302  307  303
e  303  543  535
e  303  497  295
e  303  381  779
e  304  332  195
e  304  311  126
e  305  306  551
e  306  309  543
e  306  458  156
e  306  449  670
e  306  330  47
e  307  338  551
e  307  312  397
e  308  320  242
e  309  408  156
e  310  321  721
e  310  335  242
e  311  337  195
e  311  328  485
e  312  342  551
e  312  392  747
e  312  422  603
e  312  401  968
e  313  339  534
e  313  326  216
e  314  331  502
e  314  376  639
e  314  375  751
e  315  316  494
e  315  319  485
e  316  317  485
e  317  319  494
e  317  336  639
e  317  331  111
e  318  320  534
e  319  325  643
e  319  329  639
e  320  324  485
e  320  334  162
e  320  323  617
e  321  375  350
e  321  359  242
e  322  354  227
e  322  389  126
e  322  360  372
e  323  340  162
e  323  339  357
e  324  327  162
e  325  328  639
e  326  345  534
e  326  338  303
e  327  335  747
e  327  349  357
e  327  334  485
e  328  365  195
e  328  329  643
e  329  377  195
e  329  352  111
e  329  336  494
e  330  425  670
e  331  341  639
e  332  337  126
e  333  410  682
e  333  453  203
e  334  346  357
e  334  340  617
e  335  359  721
e  335  350  357
e  336  341  111
e  337  344  639
e  337  353  373
e  337  365  485
e  338  361  534
e  338  342  397
e  339  343  162
e  339  345  216
e  340  343  357
e  341  352  494
e  341  446  452
e  341  444  216
e  341  400  751
e  341  376  502
e  342  362  534
e  342  369  747
e  343  346  617
e  343  355  747
e  343  348  216
e  344  347  373
e  345  348  162
e  345  361  303
e  346  349  485
e  346  351  747
e  347  379  452
e  347  353  639
e  348  356  747
e  348  363  303
e  349  350  747
e  350  358  216
e  350  351  485
e  351  357  216
e  351  355  617
e  352  393  195
e  353  384  452
e  353  378  485
e  354  387  135
e  354  424  126
e  355  356  216
e  356  357  617
e  356  366  303
e  357  358  485
e  358  374  721
e  358  370  397
e  359  397  350
e  359  373  216
e  360  379  126
e  361  363  162
e  361  362  397
e  362  364  162
e  363  366  747
e  363  364  397
e  364  367  747
e  365  378  373
e  365  377  643
e  366  367  397
e  367  372  485
e  367  412  721
e  367  457  639
e  367  442  551
e  367  368  534
e  368  369  162
e  368  411  551
e  369  392  551
e  370  371  303
e  370  383  721
e  371  372  617
e  371  385  721
e  372  402  721
e  373  374  357
e  373  399  350
e  374  407  350
e  374  383  397
e  375  390  639
e  375  397  242
e  376  390  751
e  377  386  373
e  377  393  111
e  378  388  452
e  378  386  643
e  379  389  372
e  379  391  485
e  379  384  639
e  380  394  156
e  381  382  797
e  381  396  295
e  382  394  295
e  383  409  350
e  383  385  303
e  384  388  485
e  385  420  350
e  385  423  639
e  385  402  617
e  386  395  452
e  386  405  111
e  387  425  78
e  387  429  126
e  388  391  639
e  388  395  643
e  389  424  227
e  389  418  485
e  390  400  502
e  390  414  216
e  390  404  242
e  391  418  372
e  391  433  643
e  392  411  162
e  392  455  603
e  393  405  373
e  393  428  452
e  394  396  797
e  394  398  56
e  395  433  639
e  395  456  135
e  395  417  111
e  396  497  779
e  396  591  485
e  396  450  551
e  396  403  56
e  397  404  639
e  397  399  216
e  398  403  797
e  398  408  551
e  399  406  639
e  399  413  397
e  399  407  357
e  400  426  216
e  401  410  603
e  402  438  639
e  402  412  485
e  403  419  551
e  404  406  216
e  405  417  452
e  406  414  242
e  406  427  502
e  406  415  397
e  407  409  397
e  408  419  797
e  408  458  543
e  409  413  357
e  409  416  639
e  409  420  303
e  410  422  968
e  410  468  747
e  410  463  203
e  411  442  534
e  411  472  639
e  411  488  603
e  412  441  639
e  413  415  639
e  414  426  502
e  415  430  502
e  415  416  357
e  416  431  502
e  416  421  303
e  417  459  135
e  417  512  397
e  417  476  494
e  417  428  373
e  418  434  227
e  418  437  135
e  418  439  643
e  419  450  56
e  419  511  485
e  419  478  543
e  420  421  639
e  421  436  502
e  421  460  617
e  421  423  350
e  422  455  747
e  423  438  617
e  424  429  135
e  424  434  485
e  425  449  47
e  425  440  126
e  426  444  751
e  426  432  397
e  426  427  242
e  427  430  397
e  428  445  494
e  429  440  78
e  429  435  485
e  430  432  242
e  430  443  303
e  430  431  357
e  431  436  303
e  432  454  751
e  432  481  452
e  432  461  303
e  433  439  372
e  433  452  135
e  434  435  135
e  435  448  78
e  435  451  643
e  435  437  227
e  436  443  357
e  436  491  452
e  436  507  617
e  437  447  643
e  438  460  350
e  438  441  485
e  439  447  135
e  440  466  47
e  440  448  485
e  441  475  350
e  441  489  551
e  441  457  721
e  442  467  639
e  443  461  242
e  444  473  452
e  444  454  397
e  445  446  195
e  445  476  373
e  445  493  397
e  445  482  216
e  446  473  216
e  447  451  227
e  447  462  639
e  447  452  372
e  448  471  47
e  448  464  643
e  449  484  156
e  449  466  126
e  450  569  485
e  451  464  78
e  451  477  111
e  451  465  639
e  452  456  639
e  453  463  682
e  454  474  452
e  455  488  162
e  455  504  639
e  455  468  968
e  456  462  372
e  456  459  111
e  457  467  551
e  458  478  797
e  458  484  670
e  459  470  227
e  459  509  78
e  459  533  397
e  460  507  502
e  460  475  485
e  461  485  452
e  462  465  227
e  463  487  747
e  463  486  637
e  464  506  47
e  464  479  111
e  465  469  111
e  466  471  485
e  467  489  721
e  467  532  603
e  467  472  534
e  468  520  639
e  468  487  203
e  469  470  372
e  469  477  639
e  469  480  78
e  470  494  78
e  471  496  156
e  471  506  643
e  472  498  603
e  473  482  195
e  473  474  397
e  474  483  195
e  474  492  303
e  474  481  751
e  475  524  502
e  475  560  603
e  475  540  551
e  476  499  397
e  477  479  78
e  478  505  485
e  478  501  670
e  479  526  47
e  479  480  639
e  480  545  47
e  480  550  156
e  480  494  372
e  481  485  303
e  482  483  397
e  483  493  216
e  483  500  373
e  483  508  303
e  484  501  797
e  484  495  485
e  485  492  751
e  485  513  195
e  485  490  357
e  486  527  747
e  487  522  639
e  487  527  637
e  488  498  639
e  489  540  350
e  489  534  603
e  490  491  242
e  490  516  195
e  491  518  195
e  491  674  135
e  491  663  203
e  491  571  617
e  492  508  195
e  493  499  373
e  494  565  156
e  494  556  397
e  494  509  227
e  495  496  126
e  495  502  797
e  496  503  797
e  496  519  643
e  497  607  535
e  497  596  485
e  498  532  534
e  498  539  721
e  498  530  203
e  498  504  162
e  499  512  494
e  499  500  216
e  500  514  494
e  500  521  303
e  501  502  485
e  502  505  670
e  502  503  126
e  503  510  670
e  503  517  543
e  503  528  643
e  504  523  203
e  504  520  968
e  505  511  543
e  505  510  126
e  506  519  156
e  506  526  111
e  507  571  452
e  507  524  485
e  508  521  373
